"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",99625,96.5508218328423,""
"Change",80757,78.26504109164212,""
"Commit",10521,10.196348271049775,""
"File",5543,5.37195689254148,""
"TS",1603,1.5535354318498993,""
"Person",1580,1.5312451542874865,""
"Json",1445,1.4004109164211507,""
"Tag",1284,1.244378973484261,""
"Author",1209,1.1716932857807412,""
"Type",1073,1.0398899054116917,""
"Value",806,0.7811288571871607,""
"Key",668,0.6473871918126841,""
"Scalar",603,0.5843929291363001,""
"NPM",464,0.4496821212591099,""
"Committer",371,0.3595518685067452,""
"Dependency",338,0.32757016591719645,""
"Primitive",291,0.2820204682896573,""
"Declared",289,0.2800821832842301,""
"ExternalDeclaration",215,0.2083656380834238,""
"Object",175,0.16959993797487982,""
"Literal",156,0.15118623042332144,""
"Union",119,0.11532795782291827,""
"ObjectMember",102,0.0988525352767871,""
"Script",91,0.08819196774693751,""
"Function",85,0.08237711273065591,""
"Property",65,0.06299426267638394,""
"Directory",50,0.04845712513567995,""
"FunctionParameter",40,0.03876570010854396,""
"Parameter",33,0.031981702589548765,""
"Branch",32,0.031012560086835166,""
"Package",29,0.028105132578694368,""
"Local",28,0.027135990075980772,""
"ExternalModule",25,0.024228562567839975,""
"Variable",24,0.023259420065126376,""
"jQAssistant",20,0.01938285005427198,""
"Concept",19,0.018413707551558384,""
"Rule",19,0.018413707551558384,""
"Interface",17,0.016475422546131185,""
"Intersection",17,0.016475422546131185,""
"TypeAlias",16,0.015506280043417583,""
"Array",12,0.011629710032563188,""
"NotIdentified",11,0.010660567529849589,""
"EnumMember",8,0.007753140021708791,""
"Call",6,0.005814855016281594,""
"Engine",6,0.005814855016281594,""
"Member",6,0.005814855016281594,""
"Module",6,0.005814855016281594,""
"Project",6,0.005814855016281594,""
"TypeParameterReference",6,0.005814855016281594,""
"Complex",5,0.004845712513567995,""
"TypeParameter",4,0.0038765700108543957,""
"Tuple",3,0.002907427508140797,""
"Enum",2,0.0019382850054271978,""
"Analyze",1,0.0009691425027135989,""
"Class",1,0.0009691425027135989,""
"Constructor",1,0.0009691425027135989,""
"Method",1,0.0009691425027135989,""
"Repository",1,0.0009691425027135989,""
"Scan",1,0.0009691425027135989,""
"Task",1,0.0009691425027135989,""
