"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",80757,26.206446713850408,""
"MODIFIES",80757,26.206446713850408,""
"UPDATES",52813,17.138341819267453,""
"COMMITTED",21042,6.828337503285662,""
"CREATES",19564,6.348711857916582,""
"HAS_PARENT",11561,3.7516590569093027,""
"DELETES",11551,3.748413957820202,""
"HAS_COMMIT",10521,3.414168751642831,""
"HAS_FILE",5450,1.7685790035598736,""
"RENAMES",3171,1.0290209211538275,""
"HAS_NEW_NAME",1718,0.5575080235074978,""
"HAS_TAG",1284,0.41667072304052805,""
"ON_COMMIT",1284,0.41667072304052805,""
"HAS_AUTHOR",1209,0.39233247987227293,""
"DEPENDS_ON",959,0.31120500264475576,""
"HAS_KEY",668,0.2167726191519258,""
"HAS_VALUE",668,0.2167726191519258,""
"CONTAINS",594,0.19275888589258072,""
"HAS_COMMITTER",371,0.12039317620563543,""
"OF_TYPE",337,0.1093598393026931,""
"EXPORTS",276,0.08956473485917893,""
"REFERENCES",197,0.06392845205528351,""
"DECLARES",186,0.06035884305727275,""
"DECLARES_DEV_DEPENDENCY",169,0.05484217460580159,""
"DECLARES_DEPENDENCY",161,0.052246095334521035,""
"HAS_MEMBER",102,0.03310001070882699,""
"HAS_TYPE_ARGUMENT",94,0.03050393143754645,""
"DECLARES_SCRIPT",91,0.02953040171081624,""
"RETURNS",82,0.026609812530625623,""
"HAS_PARAMETER",73,0.023689223350435006,""
"CONTAINS_VALUE",51,0.016550005354413495,""
"COPIES",44,0.014278435992043018,""
"RESOLVES_TO",41,0.013304906265312812,""
"HAS_HEAD",33,0.010708826994032264,""
"IS_DESCRIBED_IN_NPM_PACKAGE",33,0.010708826994032264,""
"HAS_BRANCH",32,0.010384317085122195,""
"INITIALIZED_WITH",32,0.010384317085122195,""
"COPY_OF",29,0.009410787358391988,""
"REQUIRES_CONCEPT",28,0.00908627744948192,""
"USES",25,0.008112747722751714,""
"INCLUDES_CONCEPT",19,0.0061656882692913036,""
"DECLARES_PEER_DEPENDENCY",8,0.0025960792712805486,""
"CALLS",6,0.0019470594534604113,""
"CONTAINS_PROJECT",6,0.0019470594534604113,""
"DECLARES_ENGINE",6,0.0019470594534604113,""
"EXTENDS",6,0.0019470594534604113,""
"HAS_ARGUMENT",6,0.0019470594534604113,""
"HAS_CONFIG",6,0.0019470594534604113,""
"HAS_NPM_PACKAGE",6,0.0019470594534604113,""
"HAS_ROOT",6,0.0019470594534604113,""
"MEMBER",6,0.0019470594534604113,""
"PARENT",6,0.0019470594534604113,""
"REFERENCED_PROJECTS",5,0.0016225495445503428,""
"CONSTRAINED_BY",4,0.0012980396356402743,""
"IS_IMPLEMENTED_IN",2,0.0006490198178201372,""
"PROVIDED_BY_NPM_DEPENDENCY",1,0.0003245099089100686,""
