"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@types/react",4,34,94,144,4,58,"<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<FetchersContext> of module <react-router-dom> imports <React.createContext> from external module <react>,<FetchersContext> of module <react-router-dom> imports <React.Context> from external module <react>,<BrowserRouter> of module <react-router-dom> imports <React.useLayoutEffect> from external module <react>",""
"@types/react-native",1,5,14,18,4,58,"<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.removeEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>",""
"@ungap/url-search-params",1,1,1,2,4,58,"<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>",""
