"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types/react-native",11,14,12,18,3,150,"BackHandler,BackHandlerStatic.addEventListener,BackHandlerStatic.removeEventListener,GestureResponderEvent.defaultPrevented,GestureResponderEvent,TouchableHighlightProps,Linking,LinkingStatic.addEventListener,LinkingStatic.getInitialURL,LinkingStatic.removeEventListener",""
"react-router-native","@types/react",9,14,12,18,3,150,"React.useEffect,React.JSX.Element,React.ReactNode,React.useCallback,React.useRef,React.useMemo,React.MutableRefObject.current",""
"react-router-native","@ungap/url-search-params",1,2,12,18,3,150,"url-search-params",""
"react-router-dom","@types/react",80,123,34,27,1,79.41176470588236,"React.createContext,React.Context,React.useLayoutEffect,React.useRef,React.useState,React.JSX.Element,React.MutableRefObject.current,React.useCallback,React.CSSProperties,React.ReactNode,React.ReactPortal,React.ReactElement,React.useContext,React.useEffect,React.useMemo,React.ForwardedRef,React.FormEvent.currentTarget,React.FormEvent.defaultPrevented,React.RefAttributes,React.forwardRef,React.FormEvent.preventDefault,React.ForwardRefExoticComponent,React.AnchorHTMLAttributes,React.MouseEvent.defaultPrevented,React.ForwardRefExoticComponent.displayName,React.MouseEvent.preventDefault,React.MouseEvent",""
"server","@types/react",3,3,6,2,1,33.333333333333336,"React.ReactNode,React.JSX.Element",""
"react-router","@types/react",1,3,6,1,1,16.666666666666668,"React.createElement",""
