"similarity","sourceArtifactName","sourceNodeName","sourceNodeIncomingDependencies","sourceNodeOutgoingDependencies","targetArtifactName","targetNodeName","targetNodeIncomingDependencies","targetNodeOutgoingDependencies","Source Cypher File: Similarity/Similarity_1d_Stream_Mutated.cypher"
0.8151898734177215,,"/axon-eventsourcing-4.7.6.jar",3,2,,"/axon-modelling-4.7.6.jar",4,1,""
0.8151898734177215,,"/axon-modelling-4.7.6.jar",4,1,,"/axon-eventsourcing-4.7.6.jar",3,2,""
0.7944785276073619,,"/axon-configuration-4.7.6.jar",0,4,,"/axon-test-4.7.6.jar",0,3,""
0.7944785276073619,,"/axon-test-4.7.6.jar",0,3,,"/axon-configuration-4.7.6.jar",0,4,""
0.7182741116751269,,"/axon-configuration-4.7.6.jar",0,4,,"/axon-eventsourcing-4.7.6.jar",3,2,""
0.7182741116751269,,"/axon-eventsourcing-4.7.6.jar",3,2,,"/axon-configuration-4.7.6.jar",0,4,""
0.6354166666666666,,"/axon-eventsourcing-4.7.6.jar",3,2,,"/axon-test-4.7.6.jar",0,3,""
0.6354166666666666,,"/axon-test-4.7.6.jar",0,3,,"/axon-eventsourcing-4.7.6.jar",3,2,""
0.5710955710955711,,"/axon-configuration-4.7.6.jar",0,4,,"/axon-modelling-4.7.6.jar",4,1,""
0.5710955710955711,,"/axon-modelling-4.7.6.jar",4,1,,"/axon-configuration-4.7.6.jar",0,4,""
0.4916467780429594,,"/axon-modelling-4.7.6.jar",4,1,,"/axon-test-4.7.6.jar",0,3,""
0.4916467780429594,,"/axon-test-4.7.6.jar",0,3,,"/axon-modelling-4.7.6.jar",4,1,""
0.46153846153846156,,"/axon-disruptor-4.7.6.jar",1,3,,"/axon-test-4.7.6.jar",0,3,""
0.41324921135646686,,"/axon-disruptor-4.7.6.jar",1,3,,"/axon-configuration-4.7.6.jar",0,4,""
0.3058510638297872,,"/axon-disruptor-4.7.6.jar",1,3,,"/axon-eventsourcing-4.7.6.jar",3,2,""
