"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change",76390,77.94102642587491,""
"Git,Commit",10182,10.388735843281298,""
"File,Git",5185,5.290276502397714,""
"Author,Git,Person",1188,1.2121212121212122,""
"Git,Tag",1140,1.1631466176920724,""
"Json,Key",668,0.68156310580553,""
"Json,Value,Scalar",603,0.6152433425160698,""
"Committer,Git,Person",371,0.37853280277522705,""
"NPM,Dependency",330,0.33670033670033667,""
"Type,TS,Primitive,ExternalType",285,0.2907866544230181,""
"Type,TS,Declared,ExternalType",272,0.277522701765126,""
"TS,ExternalDeclaration",215,0.2193653708805224,""
"Type,TS,Literal,ExternalType",136,0.138761350882563,""
"Json,Value,Object",133,0.13570043873074178,""
"Type,TS,Union,ExternalType",117,0.11937557392102847,""
"Type,TS,ObjectMember,ExternalType",98,0.09998979695949393,""
"NPM,Script",91,0.09284766860524436,""
"TS,Property",65,0.06631976328946027,""
"TS,Function",47,0.047954290378532806,""
"Type,Object,TS,ExternalType",38,0.03877155392306908,""
"Type,TS,FunctionParameter,ExternalType",37,0.03775124987246199,""
"File,Directory",34,0.03469033772064075,""
"TS,Parameter",33,0.03367003367003367,""
"Type,TS,Function,ExternalType",32,0.03264972961942659,""
"Package,File,Json,NPM",29,0.029588817467605347,""
"TS,ExternalModule",25,0.025507601265177024,""
"Git,Branch",25,0.025507601265177024,""
"TS,Variable",24,0.024487297214569943,""
"Value,TS,Literal",20,0.020406081012141617,""
"jQAssistant,Rule,Concept",19,0.01938577696153454,""
"TS,Interface",18,0.018365472910927456,""
"Type,TS,Intersection,ExternalType",17,0.017345168860320375,""
"File,Directory,Local",16,0.016324864809713294,""
"TS,TypeAlias",14,0.014284256708499133,""
"Value,TS,Declared",13,0.01326395265789205,""
"Json,Value,Array",12,0.012243648607284972,""
"Type,TS,NotIdentified,ExternalType",11,0.011223344556677891,""
"TS,EnumMember",8,0.008162432404856647,""
"NPM,Engine",6,0.006121824303642486,""
"Project,TS",6,0.006121824303642486,""
"File,Local",6,0.006121824303642486,""
"File,TS,Local,Module",6,0.006121824303642486,""
"Type,TS,TypeParameterReference,ExternalType",6,0.006121824303642486,""
"Value,TS,Call",6,0.006121824303642486,""
"Value,TS,Member",6,0.006121824303642486,""
"Value,TS,Complex",5,0.005101520253035404,""
"TS,TypeParameter",4,0.004081216202428324,""
"Value,TS,Function",4,0.004081216202428324,""
"Type,TS,Tuple,ExternalType",3,0.003060912151821243,""
"Value,Object,TS",3,0.003060912151821243,""
"TS,Enum",2,0.002040608101214162,""
"File,TS,Scan",1,0.001020304050607081,""
"TS,Method",1,0.001020304050607081,""
"TS,Class",1,0.001020304050607081,""
"TS,Constructor",1,0.001020304050607081,""
"Value,TS,ObjectMember",1,0.001020304050607081,""
"Analyze,Task,jQAssistant",1,0.001020304050607081,""
