"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",76390,27.873966904453486,""
"MODIFIES",76390,27.873966904453486,""
"UPDATES",50425,18.399591322909632,""
"COMMITTED",20364,7.430625239459232,""
"CREATES",18178,6.6329751327288315,""
"HAS_PARENT",11210,4.090419806243272,""
"DELETES",10568,3.856160259801865,""
"RENAMES",2781,1.0147598109868456,""
"HAS_NEW_NAME",1572,0.5736074875481199,""
"ON_COMMIT",1140,0.4159748955501633,""
"DEPENDS_ON",962,0.3510244294028571,""
"HAS_KEY",668,0.24374669318202552,""
"HAS_VALUE",668,0.24374669318202552,""
"CONTAINS",589,0.2149203627009177,""
"OF_TYPE",329,0.12004889529474011,""
"EXPORTS",275,0.10034482129499553,""
"REFERENCES",196,0.07151849081388773,""
"DECLARES",185,0.0675046979620879,""
"DECLARES_DEV_DEPENDENCY",169,0.061666453814015434,""
"DECLARES_DEPENDENCY",161,0.0587473317399792,""
"HAS_MEMBER",99,0.03612413566619839,""
"HAS_TYPE_ARGUMENT",92,0.033569903851416685,""
"DECLARES_SCRIPT",91,0.03320501359216216,""
"RESOLVES_TO",81,0.029556110999616865,""
"RETURNS",80,0.029191220740362338,""
"HAS_PARAMETER",70,0.025542318147817045,""
"CONTAINS_VALUE",51,0.01860940322198099,""
"COPIES",43,0.015690281147944754,""
"INITIALIZED_WITH",32,0.011676488296144934,""
"COPY_OF",28,0.010216927259126818,""
"REQUIRES_CONCEPT",28,0.010216927259126818,""
"HAS_HEAD",25,0.00912225648136323,""
"USES",25,0.00912225648136323,""
"INCLUDES_CONCEPT",19,0.0069329149258360555,""
"EXTENDS",7,0.0025542318147817045,""
"CALLS",6,0.002189341555527175,""
"CONTAINS_PROJECT",6,0.002189341555527175,""
"DECLARES_ENGINE",6,0.002189341555527175,""
"HAS_ARGUMENT",6,0.002189341555527175,""
"HAS_CONFIG",6,0.002189341555527175,""
"HAS_NPM_PACKAGE",6,0.002189341555527175,""
"HAS_ROOT",6,0.002189341555527175,""
"MEMBER",6,0.002189341555527175,""
"PARENT",6,0.002189341555527175,""
"REFERENCED_PROJECTS",5,0.0018244512962726461,""
"CONSTRAINED_BY",4,0.0014595610370181167,""
"PROVIDED_BY_NPM_DEPENDENCY",1,0.0003648902592545292,""
