"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",94481,96.3993470054076,""
"Change",76390,77.94102642587491,""
"Commit",10182,10.388735843281298,""
"File",5277,5.384144475053565,""
"TS",1581,1.6131007040097949,""
"Person",1559,1.590654014896439,""
"Json",1445,1.474339353127232,""
"Author",1188,1.2121212121212122,""
"Tag",1140,1.1631466176920724,""
"ExternalType",1052,1.073359861238649,""
"Type",1052,1.073359861238649,""
"Value",806,0.8223650647893072,""
"Key",668,0.68156310580553,""
"Scalar",603,0.6152433425160698,""
"NPM",456,0.4652586470768289,""
"Committer",371,0.37853280277522705,""
"Dependency",330,0.33670033670033667,""
"Declared",285,0.2907866544230181,""
"Primitive",285,0.2907866544230181,""
"ExternalDeclaration",215,0.2193653708805224,""
"Object",174,0.17753290480563208,""
"Literal",156,0.15916743189470461,""
"Union",117,0.11937557392102847,""
"ObjectMember",99,0.10101010101010101,""
"Script",91,0.09284766860524436,""
"Function",83,0.08468523620038772,""
"Property",65,0.06631976328946027,""
"Directory",50,0.05101520253035405,""
"FunctionParameter",37,0.03775124987246199,""
"Parameter",33,0.03367003367003367,""
"Package",29,0.029588817467605347,""
"Local",28,0.028568513416998266,""
"Branch",25,0.025507601265177024,""
"ExternalModule",25,0.025507601265177024,""
"Variable",24,0.024487297214569943,""
"jQAssistant",20,0.020406081012141617,""
"Concept",19,0.01938577696153454,""
"Rule",19,0.01938577696153454,""
"Interface",18,0.018365472910927456,""
"Intersection",17,0.017345168860320375,""
"TypeAlias",14,0.014284256708499133,""
"Array",12,0.012243648607284972,""
"NotIdentified",11,0.011223344556677891,""
"EnumMember",8,0.008162432404856647,""
"Call",6,0.006121824303642486,""
"Engine",6,0.006121824303642486,""
"Member",6,0.006121824303642486,""
"Module",6,0.006121824303642486,""
"Project",6,0.006121824303642486,""
"TypeParameterReference",6,0.006121824303642486,""
"Complex",5,0.005101520253035404,""
"TypeParameter",4,0.004081216202428324,""
"Tuple",3,0.003060912151821243,""
"Enum",2,0.002040608101214162,""
"Analyze",1,0.001020304050607081,""
"Class",1,0.001020304050607081,""
"Constructor",1,0.001020304050607081,""
"Method",1,0.001020304050607081,""
"Scan",1,0.001020304050607081,""
"Task",1,0.001020304050607081,""
