"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@types/react",4,35,96,146,4,57,"<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<RouterProvider> of module <react-router-dom> imports <React.useMemo> from external module <react>,<RouterProvider> of module <react-router-dom> imports <React.MutableRefObject.current> from external module <react>,<RouterProvider> of module <react-router-dom> imports <React.useState> from external module <react>",""
"@types/react-native",1,5,14,18,4,57,"<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.removeEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>",""
"@ungap/url-search-params",1,1,1,2,4,57,"<createSearchParams> of module <react-router-native> imports <default> from external module <url-search-params>",""
