"externalModuleName","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: External_Dependencies/External_module_usage_spread_for_Typescript.cypher"
"@types/react",4,39,1,29,4.5,9.75,13.098982148752373,35,1,25,4.5,8.75,11.026483271348727,25,625,112.5,218.75,275.6620817837182,"react-router,react-router-dom,server.tsx,react-router-native",""
"@types/react-native",1,10,10,10,10,10,0,5,5,5,5,5,0,125,125,125,125,0,"react-router-native",""
"@ungap/url-search-params",1,1,1,1,1,1,0,1,1,1,1,1,0,25,25,25,25,0,"react-router-native",""
