"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-disruptor-4.9.1",22,13,5,59.09090909090909,33,101,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","LoggerFactory,Logger,LifecycleAware,EventHandler,RingBuffer,ExceptionHandler,BlockingWaitStrategy,WaitStrategy,Nonnull",""
"axon-test-4.9.1",87,28,13,32.183908045977006,101,639,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,com.google.gson","Description,BaseMatcher,Matcher,CoreMatchers,StringDescription,Matchers,TypeSafeMatcher,Nonnull,DockerImageName",""
"axon-modelling-4.9.1",156,35,5,22.435897435897438,99,382,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nullable,Nonnull,MappedSuperclass,Column,Basic,Id,Lob,Entity,EntityManager",""
"axon-messaging-4.9.1",786,155,43,19.720101781170484,753,3196,43,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonGetter,JsonProperty,JsonCreator,JsonTypeInfo$As,JsonTypeInfo",""
"axon-eventsourcing-4.9.1",133,25,4,18.796992481203006,74,242,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","Nonnull,Nullable,PreDestroy,LoggerFactory,Logger,Entity,Table,Index,IdClass",""
"axon-configuration-4.9.1",40,4,2,10,24,137,2,"javax.annotation,org.slf4j","Nullable,Nonnull,Logger,LoggerFactory",""
