"artifactName","fullQualifiedPackageName","packageName","distance","abstractness","instability","typesInPackage","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability.cypher"
"axon-messaging-4.7.6","org.axonframework.messaging.correlation","correlation",0.30000000000000004,0.25,0.45,4,""
"axon-messaging-4.7.6","org.axonframework.messaging","messaging",0.2758064516129033,0.6,0.12419354838709677,35,""
"axon-messaging-4.7.6","org.axonframework.common.property","property",0.27192982456140347,0.3333333333333333,0.39473684210526316,9,""
"axon-messaging-4.7.6","org.axonframework.commandhandling","commandhandling",0.27117509206561774,0.3793103448275862,0.34951456310679613,29,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.gateway","gateway",0.2562500000000001,0.6,0.65625,5,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.23684210526315785,0.0,0.7631578947368421,4,""
"axon-configuration-4.7.6","org.axonframework.config","config",0.2256597759339991,0.4358974358974359,0.7897623400365631,39,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.scheduling","scheduling",0.22222222222222232,0.6666666666666666,0.1111111111111111,3,""
"axon-messaging-4.7.6","org.axonframework.messaging.deadletter","deadletter",0.22218297421405864,0.3684210526315789,0.40939597315436244,19,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.2149532710280374,0.0,0.7850467289719626,10,""
"axon-messaging-4.7.6","org.axonframework.common.annotation","annotation",0.21333333333333337,0.6666666666666666,0.12,3,""
"axon-messaging-4.7.6","org.axonframework.lifecycle","lifecycle",0.20769230769230773,0.6,0.19230769230769232,10,""
"axon-messaging-4.7.6","org.axonframework.eventhandling","eventhandling",0.19663126033463185,0.41935483870967744,0.3840139009556907,93,""
"axon-messaging-4.7.6","org.axonframework.common.caching","caching",0.19298245614035092,0.3333333333333333,0.47368421052631576,12,""
"axon-messaging-4.7.6","org.axonframework.common.jdbc","jdbc",0.18666666666666665,0.4666666666666667,0.3466666666666667,15,""
"axon-disruptor-4.7.6","org.axonframework.disruptor.commandhandling","commandhandling",0.18371212121212122,0.045454545454545456,0.7708333333333334,22,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.18181818181818177,0.0,0.8181818181818182,2,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.17979797979797985,0.1111111111111111,0.7090909090909091,9,""
"axon-messaging-4.7.6","org.axonframework.serialization.json","json",0.17500000000000004,0.0,0.825,7,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.deadletter","deadletter",0.17307692307692313,0.0,0.8269230769230769,4,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.scheduling.java","java",0.1724137931034483,0.0,0.8275862068965517,4,""
"axon-messaging-4.7.6","org.axonframework.messaging.responsetypes","responsetypes",0.17045454545454541,0.375,0.45454545454545453,8,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.repository","repository",0.16068376068376078,0.26666666666666666,0.5726495726495726,15,""
"axon-messaging-4.7.6","org.axonframework.deadline","deadline",0.15161290322580645,0.3,0.5483870967741935,10,""
"axon-messaging-4.7.6","org.axonframework.commandhandling.gateway","gateway",0.1504715047150471,0.2222222222222222,0.6273062730627307,36,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.repository.jpa","jpa",0.14982578397212554,0.14285714285714285,0.7073170731707317,7,""
"axon-messaging-4.7.6","org.axonframework.serialization.upcasting","upcasting",0.14583333333333348,0.8333333333333334,0.3125,6,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.deadletter.jpa","jpa",0.13888888888888884,0.1111111111111111,0.75,9,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.13888888888888884,0.1111111111111111,0.75,9,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.12529550827423153,0.4444444444444444,0.6808510638297872,9,""
"axon-messaging-4.7.6","org.axonframework.queryhandling.annotation","annotation",0.125,0.25,0.875,4,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.125,0.0,0.875,3,""
"axon-messaging-4.7.6","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.125,0.0,0.875,2,""
"axon-messaging-4.7.6","org.axonframework.messaging.interceptors","interceptors",0.11858974358974361,0.375,0.7435897435897436,8,""
"axon-messaging-4.7.6","org.axonframework.deadline.annotation","annotation",0.11428571428571432,0.4,0.7142857142857143,5,""
"axon-test-4.7.6","org.axonframework.test.saga","saga",0.109375,0.3333333333333333,0.7760416666666666,21,""
"axon-messaging-4.7.6","org.axonframework.common.stream","stream",0.10606060606060608,0.6666666666666666,0.22727272727272727,3,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.10344827586206895,0.0,0.896551724137931,3,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.08823529411764708,0.21428571428571427,0.6974789915966386,14,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.08333333333333337,0.0,0.9166666666666666,2,""
"axon-messaging-4.7.6","org.axonframework.serialization.upcasting.event","event",0.08241758241758257,0.5,0.5824175824175825,12,""
"axon-messaging-4.7.6","org.axonframework.deadline.quartz","quartz",0.08196721311475408,0.0,0.9180327868852459,4,""
"axon-modelling-4.7.6","org.axonframework.modelling.command.legacyjpa","legacyjpa",0.07999999999999996,0.0,0.92,2,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga","saga",0.07457627118644061,0.4,0.5254237288135594,30,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore","eventstore",0.07220755366777631,0.3548387096774194,0.5729537366548043,31,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.metamodel","metamodel",0.0714285714285714,0.5,0.5714285714285714,4,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.0714285714285714,0.0,0.9285714285714286,2,""
"axon-messaging-4.7.6","org.axonframework.deadline.jobrunr","jobrunr",0.06976744186046513,0.0,0.9302325581395349,3,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing","eventsourcing",0.06671415004748338,0.28205128205128205,0.6512345679012346,39,""
"axon-messaging-4.7.6","org.axonframework.queryhandling","queryhandling",0.06630434782608696,0.325,0.6086956521739131,40,""
"axon-messaging-4.7.6","org.axonframework.commandhandling.distributed","distributed",0.06525496974935185,0.34615384615384615,0.7191011235955056,26,""
"axon-modelling-4.7.6","org.axonframework.modelling.command","command",0.0569452079897379,0.43137254901960786,0.5116822429906542,51,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.replay","replay",0.050000000000000044,0.2,0.75,10,""
"axon-test-4.7.6","org.axonframework.test.eventscheduler","eventscheduler",0.040000000000000036,0.4,0.64,5,""
"axon-test-4.7.6","org.axonframework.test.utils","utils",0.036363636363636376,0.4,0.6363636363636364,5,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.028205128205128327,0.16666666666666666,0.8615384615384616,6,""
"axon-test-4.7.6","org.axonframework.test.deadline","deadline",0.02777777777777779,0.25,0.7222222222222222,4,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.023809523809523725,0.14285714285714285,0.8333333333333334,7,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.scheduling.quartz","quartz",0.0185185185185186,0.16666666666666666,0.8148148148148148,6,""
"axon-test-4.7.6","org.axonframework.test.aggregate","aggregate",0.011668321747765553,0.15789473684210525,0.8537735849056604,19,""
"axon-messaging-4.7.6","org.axonframework.queryhandling.registration","registration",0.009090909090909038,0.4,0.5909090909090909,5,""
"axon-modelling-4.7.6","org.axonframework.modelling.command.inspection","inspection",0.008601103537812405,0.34615384615384615,0.6624472573839663,26,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.pooled","pooled",0.0024271844660194164,0.25,0.7475728155339806,20,""
"axon-messaging-4.7.6","org.axonframework.tracing.attributes","attributes",0.0,0.0,1.0,6,""
"axon-messaging-4.7.6","org.axonframework.serialization.converters","converters",0.0,0.0,1.0,5,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.interceptors","interceptors",0.0,0.0,1.0,1,""
