"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_8c_Closeness_Stream.cypher"
"org.axonframework.serialization.Revision",0.007684794323693192,2,,""
"org.axonframework.serialization.ChainedConverter$RouteCalculator",0.007679180887372014,1,3,""
"org.axonframework.common.property.PropertyAccessStrategy",0.007679180887372013,6,1,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.00758936590623316,7,2,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0.007532070142403201,5,,""
"org.axonframework.eventhandling.AbstractEventProcessor",0.007510935922703456,3,17,""
"org.axonframework.modelling.command.AbstractRepository$Builder",0.0075085324232081925,6,9,""
"org.axonframework.eventhandling.GapAwareTrackingToken",0.0074542351846106115,4,3,""
"org.axonframework.eventhandling.AbstractEventBus",0.007446478436239528,2,14,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.0074194984419053275,6,,""
"org.axonframework.modelling.saga.SagaInstantiationException",0.00741438154642815,1,1,""
"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",0.00737803653884762,4,7,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway",0.007335336967041923,3,10,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",0.0073222121613150375,4,5,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.0072810011376564275,8,43,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.007280083672795332,8,17,""
"org.axonframework.commandhandling.CommandExecutionException",0.007110352673492606,3,1,""
"org.axonframework.common.jdbc.JdbcException",0.007046130133215898,4,1,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessor",0.007020965382740127,3,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",0.007020965382740127,3,2,""
"org.axonframework.commandhandling.CommandMessageHandler",0.0069652434352580625,2,2,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder",0.006911262798634812,3,13,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolution",0.006882821387940842,2,4,""
"org.axonframework.commandhandling.callbacks.NoOpCallback",0.006882821387940842,2,3,""
"org.axonframework.modelling.command.inspection.CreationPolicyMember",0.006882821387940842,2,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.0068564115065821545,6,9,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore",0.00684963974213121,2,9,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",0.006841452063295067,4,1,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.006825938566552902,7,8,""
"org.axonframework.modelling.command.ForwardingMode",0.006825938566552901,8,2,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0.0068259385665529,2,4,""
"org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",0.006736123585414046,1,1,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter",0.006736123585414046,1,2,""
"org.axonframework.eventhandling.StreamingEventProcessor",0.006637723348725156,2,5,""
"org.axonframework.queryhandling.QuerySubscription",0.006619983523596564,6,3,""
"org.axonframework.commandhandling.gateway.RetryingCallback",0.006617166509331204,3,10,""
"org.axonframework.messaging.annotation.MetaDataValue",0.006563402467839328,2,,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",0.006554452373565002,3,2,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.006554452373565002,7,8,""
"org.axonframework.modelling.command.TargetAggregateIdentifier",0.0065475121250224535,2,1,""
"org.axonframework.modelling.command.TargetAggregateVersion",0.0065475121250224535,2,,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",0.006541524459613196,2,10,""
"org.axonframework.commandhandling.RoutingKey",0.006456424175646987,3,,""
"org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",0.00645264505119454,2,10,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback",0.006417093287827075,2,3,""
"org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory",0.006417093287827075,2,2,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.006408797876374668,8,4,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",0.006357256164976206,3,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0.006282966180577102,3,1,""
"org.axonframework.test.deadline.StubDeadlineManager",0.006269476183410001,5,14,""
"org.axonframework.modelling.command.IdentifierMissingException",0.006205398696866274,2,1,""
"org.axonframework.common.ProcessRetriesExhaustedException",0.006193907217798003,1,1,""
"org.axonframework.deadline.AbstractDeadlineManager",0.006193907217798003,4,7,""
"org.axonframework.config.Component",0.0061928878123967855,5,3,""
"org.axonframework.modelling.saga.AssociationResolver",0.0061928878123967855,5,2,""
"org.axonframework.commandhandling.SimpleCommandBus",0.0061433447098976105,5,24,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.0061433447098976105,5,17,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlingMember",0.006071492724986529,4,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.006067500948047023,2,17,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.006067500948047023,7,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$TypeSafeCallbackWrapper",0.0060396172120725415,1,4,""
"org.axonframework.commandhandling.gateway.Timeout",0.0060396172120725415,1,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler",0.006009793737943315,2,12,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0.006009793737943315,2,9,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",0.006009793737943315,2,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0.006009793737943315,2,8,""
"org.axonframework.modelling.command.LockAwareAggregate",0.005987665409256931,2,4,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",0.005972696245733789,3,2,""
"org.axonframework.modelling.command.LockingRepository",0.005923470727224992,3,16,""
"org.axonframework.disruptor.commandhandling.AggregateBlacklistedException",0.005899561189663579,2,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",0.00588192578607218,3,7,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1",0.005879372866894198,2,1,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.005871119778969609,4,8,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.005871119778969609,4,11,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",0.005861885554718319,2,3,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.005817561278312131,4,5,""
"org.axonframework.common.lock.NoOpLock",0.005788920976634288,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",0.005788920976634288,1,5,""
"org.axonframework.eventsourcing.eventstore.EventStoreException",0.00578469370046856,3,1,""
"org.axonframework.config.MessageMonitorFactory",0.005767918088737202,5,3,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0.005766741202777452,2,2,""
"org.axonframework.commandhandling.distributed.Member",0.00575938566552901,6,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget",0.00575938566552901,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResult",0.00575938566552901,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithFixedTimeout",0.00575938566552901,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithTimeoutInArguments",0.00575938566552901,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WrapNonDeclaredCheckedExceptions",0.00575938566552901,1,3,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.00575938566552901,6,16,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessingEntry",0.005714739265021033,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$DefaultProcessingEntry",0.005714739265021033,1,3,""
"org.axonframework.eventsourcing.AggregateCacheEntry",0.005714739265021033,2,7,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0.005654937036601154,1,,""
"org.axonframework.eventsourcing.GenericAggregateFactory",0.005646456534832363,3,7,""
"org.axonframework.messaging.deadletter.Decisions",0.005604250698107354,3,6,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.005584858827179646,4,9,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0.005574516496018203,1,2,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",0.005546075085324232,5,1,""
"org.axonframework.test.matchers.Matchers",0.005485129205265724,5,17,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0.005479711793704968,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$Worker",0.005479711793704968,3,,""
"org.axonframework.commandhandling.FailingDuplicateCommandHandlerResolver",0.005438134791726634,1,4,""
"org.axonframework.eventhandling.pooled.WorkPackage$1",0.005438134791726634,2,1,""
"org.axonframework.eventhandling.async.SequentialPerAggregatePolicy",0.005420598273439069,2,3,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$1",0.005420598273439069,2,2,""
"org.axonframework.eventsourcing.EventSourcingRepository",0.005394693383243422,4,22,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.005394693383243422,4,18,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.005342038878171835,4,2,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.005332764505119454,3,14,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCommandHandler",0.005316355998949855,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",0.005316355998949855,1,7,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",0.005316355998949855,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",0.005316355998949855,1,7,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.005310697893374131,4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$WrappedMessageStream",0.005246532568440927,1,3,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",0.005227005477959102,2,1,""
"org.axonframework.test.matchers.AllFieldsFilter",0.005216047395196084,3,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",0.005183447098976109,1,5,""
"org.axonframework.config.LifecycleHandlerInspector",0.005137229806598408,2,13,""
"org.axonframework.messaging.annotation.AbstractAnnotatedParameterResolverFactory",0.005119453924914676,6,5,""
"org.axonframework.modelling.saga.metamodel.SagaMetaModelFactory",0.005104352290917877,3,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$1",0.005079768235574252,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$Instruction",0.005079768235574252,3,5,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory",0.005071518963070906,3,9,""
"org.axonframework.test.saga.FixtureExecutionResult",0.005019072475406545,5,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$TrackingSegmentWorker",0.0049643189574930194,2,9,""
"org.axonframework.eventhandling.TrackingEventProcessor$WorkerLauncher",0.0049643189574930194,2,15,""
"org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",0.0049643189574930194,1,2,""
"org.axonframework.test.matchers.PayloadMatcher",0.0049643189574930194,2,1,""
"org.axonframework.eventhandling.pooled.CoordinatorTask",0.004951050835279325,4,,""
"org.axonframework.eventhandling.pooled.Coordinator",0.004936616284739152,4,18,""
"org.axonframework.queryhandling.SimpleQueryBus",0.004936616284739152,4,42,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",0.004922551850879496,3,20,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.004918691025898414,3,17,""
"org.axonframework.eventsourcing.AbstractSnapshotter",0.004916300991386316,4,17,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder",0.004914675767918089,3,8,""
"org.axonframework.eventhandling.TrackingEventProcessor$MergeSegmentInstruction",0.004854000758437619,1,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$SplitSegmentInstruction",0.004854000758437619,1,5,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0.004824100813861905,1,1,""
"org.axonframework.test.matchers.ListMatcher",0.004806998990530212,4,,""
"org.axonframework.config.SagaConfigurer",0.004806598407281001,3,9,""
"org.axonframework.eventhandling.EventProcessingStrategy",0.004799488054607509,4,1,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0.004799488054607509,2,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.004778156996587031,4,15,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",0.0047663881369895255,2,12,""
"org.axonframework.modelling.command.AbstractRepository",0.004740235115661737,1,18,""
"org.axonframework.modelling.saga.AnnotatedSagaManager",0.004738776581779995,3,11,""
"org.axonframework.modelling.saga.AnnotatedSagaManager$Builder",0.004738776581779995,3,10,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository",0.004738776581779995,3,16,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder",0.004738776581779995,3,13,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",0.00469283276450512,6,39,""
"org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier",0.00466697693660151,3,1,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0.004645430413348503,2,2,""
"org.axonframework.eventhandling.replay.ResetContext",0.004645430413348502,3,1,""
"org.axonframework.eventhandling.AnnotationEventHandlerAdapter",0.004607508532423208,1,13,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1",0.004607508532423208,5,1,""
"org.axonframework.messaging.deadletter.WrongDeadLetterTypeException",0.004607508532423208,3,1,""
"org.axonframework.queryhandling.SimpleQueryBus$1",0.004607508532423208,5,1,""
"org.axonframework.test.utils.CallbackBehavior",0.004607508532423208,4,1,""
"org.axonframework.commandhandling.DuplicateCommandHandlerSubscriptionException",0.004593154923287933,1,3,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.004550625711035267,4,7,""
"org.axonframework.queryhandling.DefaultSubscriptionQueryResult",0.004550625711035267,2,2,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",0.004531975605662172,2,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher",0.0045198782400147595,2,14,""
"org.axonframework.test.deadline.DeadlineConsumer",0.0045198782400147595,1,2,""
"org.axonframework.eventhandling.GenericDomainEventEntry",0.0044907490569426976,3,1,""
"org.axonframework.eventhandling.TrackedDomainEventData",0.0044907490569426976,3,4,""
"org.axonframework.config.EventProcessingConfigurer",0.004488796557352724,3,25,""
"org.axonframework.serialization.SerializedMetaData",0.004464064895879705,3,4,""
"org.axonframework.messaging.deadletter.DoNotEnqueue",0.0044588792249256855,1,2,""
"org.axonframework.messaging.deadletter.Ignore",0.0044588792249256855,1,2,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0.0044588792249256855,1,4,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0.004457755798565159,1,2,""
"org.axonframework.eventsourcing.conflictresolution.ConflictDescription",0.004426821923308573,3,1,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository$Builder",0.004426821923308573,3,4,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",0.0044009340758038445,2,31,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",0.0043881033642125785,5,3,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",0.0043881033642125785,5,15,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1",0.0043881033642125785,5,1,""
"org.axonframework.modelling.saga.SagaExecutionException",0.0043881033642125785,2,1,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",0.004369634915710001,2,4,""
"org.axonframework.eventhandling.AbstractEventEntry",0.004368600682593857,2,9,""
"org.axonframework.eventsourcing.AbstractAggregateFactory",0.004368600682593857,1,4,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolver",0.004319539249146758,3,5,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0.004319539249146758,4,3,""
"org.axonframework.test.aggregate.ResultValidator",0.004319539249146758,3,3,""
"org.axonframework.test.matchers.DeepEqualsMatcher",0.004282941845680252,1,5,""
"org.axonframework.test.matchers.EmptyCollectionMatcher",0.004282941845680252,1,,""
"org.axonframework.test.matchers.EqualFieldsMatcher",0.004282941845680252,1,3,""
"org.axonframework.test.matchers.ExactClassMatcher",0.004282941845680252,1,1,""
"org.axonframework.test.matchers.ExactSequenceMatcher",0.004282941845680252,1,1,""
"org.axonframework.test.matchers.ListWithAllOfMatcher",0.004282941845680252,1,1,""
"org.axonframework.test.matchers.ListWithAnyOfMatcher",0.004282941845680252,1,1,""
"org.axonframework.test.matchers.NullOrVoidMatcher",0.004282941845680252,1,,""
"org.axonframework.test.matchers.PayloadsMatcher",0.004282941845680252,1,1,""
"org.axonframework.test.matchers.PredicateMatcher",0.004282941845680252,1,,""
"org.axonframework.test.matchers.SequenceMatcher",0.004282941845680252,1,1,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",0.004266211604095563,5,3,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema$Builder",0.004266211604095563,1,2,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",0.004266211604095563,2,4,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.004266211604095563,5,1,""
"org.axonframework.test.matchers.IgnoreField",0.004266211604095563,2,2,""
"org.axonframework.eventsourcing.AggregateDeletedException",0.004266211604095562,2,1,""
"org.axonframework.config.EventProcessingConfigurer$DeadLetteringInvokerConfiguration",0.0042367894551018,2,2,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",0.0042367894551018,2,3,""
"org.axonframework.config.EventProcessingConfigurer$PooledStreamingProcessorConfiguration",0.0042367894551018,2,2,""
"org.axonframework.config.EventProcessingModule$1",0.00420057757941717,5,1,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration",0.004188644120384734,1,2,""
"org.axonframework.lifecycle.ShutdownHandler",0.004188644120384734,1,1,""
"org.axonframework.lifecycle.StartHandler",0.004188644120384734,1,1,""
"org.axonframework.deadline.SimpleDeadlineManager",0.004180887372013652,4,15,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSchema",0.004180887372013652,5,1,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution",0.004173467873571746,1,9,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictResolver",0.004173467873571746,1,7,""
"org.axonframework.eventhandling.pooled.Coordinator$NoToken",0.004162438889401346,2,1,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0.004162438889401346,2,,""
"org.axonframework.modelling.saga.SagaLifecycle",0.004140965024892758,2,6,""
"org.axonframework.queryhandling.NoHandlerForQueryException",0.004129692832764506,2,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine",0.004119941491955144,1,18,""
"org.axonframework.eventhandling.RemovedTrackerStatus",0.004109783845278726,2,2,""
"org.axonframework.eventhandling.pooled.MergeTask",0.004106939704209328,1,7,""
"org.axonframework.eventhandling.pooled.SplitTask",0.004106939704209328,1,7,""
"org.axonframework.queryhandling.SinkWrapper",0.004078914509281612,3,,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel",0.004066353042462258,1,7,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",0.0040654487050793015,2,14,""
"org.axonframework.commandhandling.distributed.CommandDispatchException",0.0040654487050793015,2,1,""
"org.axonframework.eventhandling.tokenstore.ConfigToken",0.0040654487050793015,3,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.0040654487050793015,2,10,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0.0040654487050793015,3,3,""
"org.axonframework.modelling.command.AggregateRolledBackException",0.004046020037432566,1,1,""
"org.axonframework.eventhandling.AddedTrackerStatus",0.004042410339618419,1,2,""
"org.axonframework.modelling.saga.AnnotatedSaga",0.004015257980325236,1,13,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository",0.004015257980325236,1,7,""
"org.axonframework.modelling.saga.repository.SagaCreationException",0.004015257980325236,1,1,""
"org.axonframework.test.matchers.MatcherExecutionException",0.0040065291586288765,2,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$1",0.00399957337883959,2,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteredEventProcessingTask",0.003971455165994415,1,13,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",0.003970858493042794,2,2,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$1",0.003963448199933942,2,1,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",0.0039005363237445147,3,12,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",0.0039005363237445147,3,9,""
"org.axonframework.config.EventProcessingModule",0.0039005363237445147,2,67,""
"org.axonframework.eventhandling.SimpleEventBus",0.0039005363237445147,3,3,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.0039005363237445147,3,6,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory",0.0039005363237445147,2,1,""
"org.axonframework.eventhandling.WrappedTrackerStatus",0.0038989933900721472,2,3,""
"org.axonframework.eventhandling.replay.GenericResetContext",0.0038989933900721472,1,5,""
"org.axonframework.eventhandling.pooled.Coordinator$1",0.0038936691823294716,3,1,""
"org.axonframework.config.LifecycleHandlerInspector$1",0.0038529223549488055,1,4,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache",0.0038529223549488055,3,3,""
"org.axonframework.common.digest.Digester",0.0038395904436860067,2,1,""
"org.axonframework.eventhandling.EventUtils",0.0038395904436860067,2,15,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter",0.0038395904436860067,4,7,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0.0038395904436860067,2,,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0.0038395904436860067,1,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",0.0038395904436860067,3,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0.0038395904436860067,4,3,""
"org.axonframework.test.deadline.DeadlineManagerValidator",0.0038395904436860067,2,8,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1",0.0038237896599671345,4,1,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.0038237896599671345,3,4,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.0038237896599671345,3,3,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter",0.0038237896599671345,3,23,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",0.0038237896599671345,3,8,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",0.0038008067018305927,4,1,""
"org.axonframework.eventsourcing.CachingEventSourcingRepository",0.0038008067018305927,1,13,""
"org.axonframework.common.DirectExecutor",0.00379468295311658,1,,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",0.003786993314320445,1,18,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0.0037563472904353617,2,,""
"org.axonframework.modelling.saga.AbstractResourceInjector",0.003723239218119764,2,3,""
"org.axonframework.common.lock.NullLockFactory",0.0037097492209526638,3,3,""
"org.axonframework.queryhandling.QueryExecutionException",0.0037097492209526638,2,1,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0.0036405005688282138,3,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.0036405005688282138,2,1,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0.0036405005688282138,3,,""
"org.axonframework.test.saga.WhenAggregateEventPublisher",0.0036405005688282138,3,1,""
"org.axonframework.queryhandling.SimpleQueryBus$Builder",0.0036375067361235853,2,18,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1",0.003558202018735023,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",0.003558202018735023,2,25,""
"org.axonframework.eventhandling.SubscribingEventProcessor",0.003555176336746303,2,13,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",0.003555176336746303,2,16,""
"org.axonframework.eventhandling.async.EventProcessorTask",0.003555176336746303,4,3,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",0.003555176336746303,4,1,""
"org.axonframework.messaging.interceptors.TransactionManagingInterceptor",0.003555176336746303,1,6,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",0.003555176336746303,4,5,""
"org.axonframework.test.aggregate.AggregateTestFixture",0.003555176336746303,4,64,""
"org.axonframework.modelling.saga.AssociationValuesImpl",0.00354981003284178,1,2,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription",0.003523065066607949,1,2,""
"org.axonframework.eventsourcing.conflictresolution.NoConflictResolver",0.003523065066607949,1,4,""
"org.axonframework.disruptor.commandhandling.EventPublisher$1",0.003484072810011377,2,1,""
"org.axonframework.test.saga.WhenState",0.003484072810011377,3,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Cleaner",0.003455631399317406,1,4,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer",0.003455631399317406,1,7,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.003455631399317406,2,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0.003441410693970421,1,1,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl",0.003433284576629287,1,15,""
"org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask",0.0034129692832764505,1,4,""
"org.axonframework.eventhandling.scheduling.quartz.EventJobDataBinder",0.0034129692832764505,4,,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$Builder",0.0034129692832764505,1,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.AbstractEventTableFactory",0.0034129692832764505,4,2,""
"org.axonframework.modelling.command.AggregateStreamCreationException",0.0034129692832764505,1,1,""
"org.axonframework.deadline.DeadlineException",0.00341296928327645,3,1,""
"org.axonframework.eventhandling.scheduling.SchedulingException",0.00341296928327645,3,1,""
"org.axonframework.eventsourcing.AggregateSnapshotter",0.00341296928327645,3,14,""
"org.axonframework.messaging.interceptors.ResultHandler",0.00341296928327645,3,1,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSqlSchema",0.00341296928327645,3,2,""
"org.axonframework.test.saga.ContinuedGivenState",0.00341296928327645,4,2,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",0.00341296928327645,4,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$1",0.003330397445777827,2,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",0.003330397445777827,2,4,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask",0.003330397445777827,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",0.003330397445777827,1,4,""
