"memberName","authority","hub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9c_Hyperlink_Induced_Topic_Search_HITS_Stream.cypher"
"org.axonframework.eventhandling.async",0.031025473320672556,0.07973413743721605,36,44,""
"org.axonframework.commandhandling.gateway",0.02949814027045836,0.11684021566538873,97,166,""
"org.axonframework.modelling.saga.repository.inmemory",0.02949814027045836,0.006546201396590727,5,7,""
"org.axonframework.eventsourcing.eventstore.jpa",0.02872937708643758,0.11724781183607397,9,45,""
"org.axonframework.modelling.saga.repository.jpa",0.028390138728140026,0.06528396146030768,12,29,""
"org.axonframework.test.matchers",0.026912671278920736,0.0958837178101068,51,42,""
"org.axonframework.eventhandling.tokenstore.jpa",0.024928257883398832,0.08144250668703525,9,29,""
"org.axonframework.messaging.responsetypes",0.021845361386257187,0.08403159939027187,36,30,""
"org.axonframework.test.deadline",0.020759839301732103,0.09304289651805978,10,26,""
"org.axonframework.disruptor.commandhandling",0.019532624311822556,0.15181618509845407,55,185,""
"org.axonframework.eventhandling.deadletter",0.019532624311822556,0.12394793735286568,9,48,""
"org.axonframework.eventhandling.gateway",0.019532624311822556,0.08449463492143643,11,21,""
"org.axonframework.eventhandling.pooled",0.019532624311822556,0.15951959487657216,52,154,""
"org.axonframework.eventhandling.tokenstore.inmemory",0.019532624311822556,0.08170882471963899,2,9,""
"org.axonframework.queryhandling.annotation",0.019532624311822556,0.08018778696210693,4,28,""
"org.axonframework.common.digest",0.017504492466921654,0.034790926626017724,2,1,""
"org.axonframework.modelling.saga.metamodel",0.012990451714762876,0.0393028476286517,15,23,""
"org.axonframework.eventsourcing.conflictresolution",0.012621609716404235,0.13866180569723668,15,32,""
"org.axonframework.eventhandling.replay",0.011492849008849998,0.06794096316590252,12,36,""
"org.axonframework.test.eventscheduler",0.009965515958635802,0.06412022888999584,9,16,""
"org.axonframework.test.utils",0.009965515958635802,0.07439231228055039,8,14,""
"org.axonframework.deadline.jobrunr",0.009945155225468153,0.14208827777165017,5,47,""
"org.axonframework.queryhandling.registration",0.00881610025687311,0.06584365119109409,9,13,""
"org.axonframework.eventhandling.deadletter.jpa",0.00811533946552041,0.12368161932026192,22,66,""
"org.axonframework.commandhandling.distributed.commandfilter",0.008108339382979583,0.00894880484124884,12,20,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements",0.007673847981488213,0.07386525341293876,30,28,""
"org.axonframework.serialization.upcasting",0.006677696374526229,0,11,5,""
"org.axonframework.eventsourcing.eventstore.jdbc",0.004884633972181381,0.11604364401369059,36,83,""
"org.axonframework.commandhandling.distributed",0.00059177534927848,0.122614006841219,50,133,""
"org.axonframework.config",0,0.29537161900550435,115,432,""
"org.axonframework.deadline.annotation",0,0.04686272345996812,6,15,""
"org.axonframework.deadline.dbscheduler",0,0.14093072351414673,6,55,""
"org.axonframework.deadline.quartz",0,0.14511422336715774,5,56,""
"org.axonframework.eventhandling.deadletter.jdbc",0,0.12480029496514354,34,105,""
"org.axonframework.eventhandling.deadletter.legacyjpa",0,0.12271986182927629,9,56,""
"org.axonframework.eventhandling.interceptors",0,0.06973335991271065,0,7,""
"org.axonframework.eventhandling.scheduling.dbscheduler",0,0.14973260476938519,6,31,""
"org.axonframework.eventhandling.scheduling.java",0,0.133688952519962,5,24,""
"org.axonframework.eventhandling.scheduling.jobrunr",0,0.15039026775473183,3,27,""
"org.axonframework.eventhandling.scheduling.quartz",0,0.15391610462239622,10,44,""
"org.axonframework.eventhandling.tokenstore.jdbc",0,0.08256118233191684,16,39,""
"org.axonframework.eventhandling.tokenstore.legacyjpa",0,0.08159257036609785,2,22,""
"org.axonframework.eventsourcing.eventstore.inmemory",0,0.04868901152007692,1,13,""
"org.axonframework.eventsourcing.eventstore.legacyjpa",0,0.13907295370377884,23,84,""
"org.axonframework.messaging.interceptors.legacyvalidation",0,0.08181662787052973,1,7,""
"org.axonframework.modelling.command.legacyjpa",0,0.09889661208985336,2,23,""
"org.axonframework.modelling.saga.repository.jdbc",0,0.06828004806228921,16,42,""
"org.axonframework.modelling.saga.repository.legacyjpa",0,0.06566295579350791,3,21,""
"org.axonframework.serialization.converters",0,0.016043652249423175,0,7,""
"org.axonframework.serialization.json",0,0.07783062850266097,7,33,""
"org.axonframework.test.aggregate",0,0.16323135647417594,31,181,""
"org.axonframework.test.saga",0,0.15069816200508243,43,149,""
"org.axonframework.test.server",0,0.034790926626017724,1,2,""
"org.axonframework.tracing.attributes",0,0.07375091447421171,0,16,""
