"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_4c_Article_Rank_Stream.cypher"
"org.axonframework.common",0.678186043108819,443,23,""
"org.axonframework.messaging",0.5043331941520723,570,77,""
"org.axonframework.eventhandling",0.29552887569670516,730,442,""
"org.axonframework.serialization",0.2883452354592797,324,111,""
"org.axonframework.messaging.unitofwork",0.1597148880818354,177,59,""
"org.axonframework.messaging.annotation",0.12649580032432703,342,184,""
"org.axonframework.commandhandling",0.08164739246735567,268,144,""
"org.axonframework.modelling.saga",0.07486273244245581,112,125,""
"org.axonframework.eventhandling.tokenstore",0.05586085245048025,47,19,""
"org.axonframework.queryhandling",0.05208571956483051,151,232,""
"org.axonframework.tracing",0.05145879172418619,139,66,""
"org.axonframework.common.transaction",0.049912062231886045,95,6,""
"org.axonframework.modelling.command",0.045168644996149386,209,219,""
"org.axonframework.common.jdbc",0.040218074145378785,65,36,""
"org.axonframework.eventsourcing.eventstore",0.040051246976426105,120,161,""
"org.axonframework.deadline",0.03949933423900432,64,68,""
"org.axonframework.common.annotation",0.03830650921338964,22,3,""
"org.axonframework.messaging.deadletter",0.03655601515612681,107,61,""
"org.axonframework.test",0.03643670559922181,16,8,""
"org.axonframework.eventsourcing.eventstore.jdbc",0.03621932078953184,36,83,""
"org.axonframework.monitoring",0.03608835064171961,60,14,""
"org.axonframework.common.io",0.03500271078860974,10,0,""
"org.axonframework.util",0.03289489586580612,3,6,""
"org.axonframework.modelling.command.inspection",0.03188025048903141,80,157,""
"org.axonframework.commandhandling.distributed",0.03101484875484453,50,133,""
"org.axonframework.common.stream",0.029919664512279107,17,5,""
"org.axonframework.serialization.upcasting.event",0.02817430999381075,38,53,""
"org.axonframework.test.matchers",0.02805243236024478,51,42,""
"org.axonframework.modelling.saga.metamodel",0.027367964404947334,15,23,""
"org.axonframework.eventhandling.tokenstore.jpa",0.027192153560677203,9,29,""
"org.axonframework.messaging.responsetypes",0.02683945875386101,36,30,""
"org.axonframework.eventhandling.deadletter.jpa",0.026392179694147033,22,66,""
"org.axonframework.modelling.saga.repository.jpa",0.026211698043520287,12,29,""
"org.axonframework.eventsourcing",0.026039642725132567,113,211,""
"org.axonframework.lifecycle",0.025457733267357695,48,10,""
"org.axonframework.messaging.correlation",0.025190054802760275,11,9,""
"org.axonframework.eventhandling.scheduling",0.024897794233115965,20,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements",0.024256853578238247,30,28,""
"org.axonframework.commandhandling.callbacks",0.02395991471433638,8,13,""
"org.axonframework.common.lock",0.023949323018834266,42,24,""
"org.axonframework.common.jpa",0.023628503945691427,16,6,""
"org.axonframework.messaging.interceptors",0.02350745396146368,10,29,""
"org.axonframework.serialization.upcasting",0.02330240099683502,11,5,""
"org.axonframework.test.deadline",0.022186668573258926,10,26,""
"org.axonframework.common.legacyjpa",0.02218085119138218,14,6,""
"org.axonframework.common.property",0.022164403941390957,23,15,""
"org.axonframework.eventhandling.async",0.022135857518745312,36,44,""
"org.axonframework.modelling.saga.repository",0.022113075079503462,50,69,""
"org.axonframework.commandhandling.distributed.commandfilter",0.02169876184077135,12,20,""
"org.axonframework.serialization.xml",0.021654910556897274,17,24,""
"org.axonframework.eventhandling.replay",0.021252543611810604,12,36,""
"org.axonframework.commandhandling.gateway",0.02099198995855287,97,166,""
"org.axonframework.common.caching",0.02088986335598449,37,35,""
"org.axonframework.test.eventscheduler",0.020833308663733122,9,16,""
"org.axonframework.eventsourcing.snapshotting",0.02075797250051812,14,8,""
"org.axonframework.test.utils",0.020594189125621058,8,14,""
"org.axonframework.eventsourcing.eventstore.jpa",0.020581777894687753,9,45,""
"org.axonframework.eventhandling.pooled",0.020517344214269505,52,154,""
