"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.serialization.SerializedType","SerializedType","Type,File,Java,ByteCode,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation27,TypeLouvainCommunity9,TypeLeidenCommunity9,TypeKCoreDecomposition9,TypeMaximumKCut0",24,""
"org.axonframework.messaging.unitofwork.CurrentUnitOfWork","CurrentUnitOfWork","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation2,TypeLouvainCommunity1,TypeLeidenCommunity1,TypeKCoreDecomposition10,TypeMaximumKCut99",21,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation21,TypeLouvainCommunity10,TypeLeidenCommunity6,TypeKCoreDecomposition5,TypeMaximumKCut85",18,""
"org.axonframework.eventhandling.DomainEventMessage","DomainEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation1,TypeLouvainCommunity0,TypeLeidenCommunity0,TypeKCoreDecomposition10,TypeMaximumKCut54",18,""
"org.axonframework.eventhandling.GenericEventMessage","GenericEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut44",18,""
"org.axonframework.messaging.annotation.ParameterResolverFactory","ParameterResolverFactory","Type,File,Java,ByteCode,Interface,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation4,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition10,TypeMaximumKCut49",18,""
"org.axonframework.eventhandling.TrackingToken","TrackingToken","Type,File,Java,ByteCode,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation29,TypeLouvainCommunity7,TypeLeidenCommunity8,TypeKCoreDecomposition10,TypeMaximumKCut62",18,""
"org.axonframework.common.Registration","Registration","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity3,TypeLeidenCommunity11,TypeKCoreDecomposition10,TypeMaximumKCut2",17,""
"org.axonframework.serialization.SimpleSerializedObject","SimpleSerializedObject","Type,File,Java,ByteCode,Class,GenericDeclaration,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation30,TypeLouvainCommunity9,TypeLeidenCommunity9,TypeKCoreDecomposition9,TypeMaximumKCut76",17,""
"org.axonframework.messaging.MessageHandlerInterceptor","MessageHandlerInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityBetweenness,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity4,TypeLeidenCommunity1,TypeKCoreDecomposition10,TypeMaximumKCut72",16,""
"org.axonframework.common.ObjectUtils","ObjectUtils","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation37,TypeLouvainCommunity6,TypeLeidenCommunity7,TypeKCoreDecomposition9,TypeMaximumKCut74",16,""
"org.axonframework.tracing.SpanFactory","SpanFactory","Type,File,Java,ByteCode,Interface,TopCentralityArticleRank,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut40",16,""
"org.axonframework.messaging.MessageDispatchInterceptor","MessageDispatchInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation62,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition10,TypeMaximumKCut60",15,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition10,TypeMaximumKCut3",14,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork","DefaultUnitOfWork","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut96",14,""
"org.axonframework.messaging.annotation.HandlerDefinition","HandlerDefinition","Type,File,Java,ByteCode,Interface,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation22,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition10,TypeMaximumKCut35",14,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation26,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition7,TypeMaximumKCut0",14,""
"org.axonframework.eventhandling.EventBus","EventBus","Type,File,Java,ByteCode,Interface,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation8,TypeLouvainCommunity5,TypeLeidenCommunity6,TypeKCoreDecomposition10,TypeMaximumKCut2",13,""
"org.axonframework.lifecycle.Lifecycle","Lifecycle","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut9",13,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry","Lifecycle$LifecycleRegistry","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut0",13,""
"org.axonframework.common.transaction.NoTransactionManager","NoTransactionManager","Type,File,Java,ByteCode,Enum,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity4,TypeLeidenCommunity5,TypeKCoreDecomposition10,TypeMaximumKCut84",13,""
"org.axonframework.messaging.ResultMessage","ResultMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityArticleRank,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut54",13,""
"org.axonframework.common.DateTimeUtils","DateTimeUtils","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation37,TypeLouvainCommunity6,TypeLeidenCommunity7,TypeKCoreDecomposition8,TypeMaximumKCut2",12,""
"org.axonframework.messaging.DefaultInterceptorChain","DefaultInterceptorChain","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation2,TypeLouvainCommunity10,TypeLeidenCommunity1,TypeKCoreDecomposition10,TypeMaximumKCut1",12,""
"org.axonframework.messaging.InterceptorChain","InterceptorChain","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation71,TypeLouvainCommunity1,TypeLeidenCommunity1,TypeKCoreDecomposition10,TypeMaximumKCut26",12,""
"org.axonframework.tracing.NoOpSpanFactory","NoOpSpanFactory","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut83",12,""
"org.axonframework.messaging.ScopeDescriptor","ScopeDescriptor","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut1",12,""
"org.axonframework.common.AxonTransientException","AxonTransientException","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation69,TypeLouvainCommunity11,TypeLeidenCommunity4,TypeKCoreDecomposition5,TypeMaximumKCut93",11,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition","ClasspathHandlerDefinition","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation22,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition10,TypeMaximumKCut0",11,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory","ClasspathParameterResolverFactory","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation4,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition9,TypeMaximumKCut63",11,""
"org.axonframework.eventhandling.GenericDomainEventMessage","GenericDomainEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut11",11,""
"org.axonframework.tracing.Span","Span","Type,File,Java,ByteCode,Interface,TopCentralityArticleRank,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut1",11,""
"org.axonframework.common.AxonException","AxonException","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TypeWeaklyConnectedComponent0,TypeLabelPropagation34,TypeLouvainCommunity6,TypeLeidenCommunity7,TypeKCoreDecomposition5,TypeMaximumKCut34",10,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition","HandlerEnhancerDefinition","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation58,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition8,TypeMaximumKCut47",10,""
"org.axonframework.common.IdentifierFactory","IdentifierFactory","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation54,TypeLouvainCommunity6,TypeLeidenCommunity2,TypeKCoreDecomposition7,TypeMaximumKCut55",10,""
"org.axonframework.messaging.MessageHandler","MessageHandler","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity10,TypeLeidenCommunity4,TypeKCoreDecomposition10,TypeMaximumKCut0",10,""
"org.axonframework.messaging.annotation.MessageHandlingMember","MessageHandlingMember","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition9,TypeMaximumKCut57",10,""
"org.axonframework.eventhandling.TrackedEventMessage","TrackedEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityArticleRank,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation12,TypeLouvainCommunity7,TypeLeidenCommunity8,TypeKCoreDecomposition10,TypeMaximumKCut46",10,""
"org.axonframework.common.annotation.AnnotationUtils","AnnotationUtils","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition7,TypeMaximumKCut23",9,""
"org.axonframework.deadline.DeadlineMessage","DeadlineMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity14,TypeKCoreDecomposition10,TypeMaximumKCut2",9,""
"org.axonframework.messaging.unitofwork.ExecutionResult","ExecutionResult","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation73,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition9,TypeMaximumKCut12",9,""
"org.axonframework.monitoring.MessageMonitor","MessageMonitor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityHyperlinkInducedTopicSearchAuthority,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity10,TypeLeidenCommunity5,TypeKCoreDecomposition10,TypeMaximumKCut1",9,""
"org.axonframework.tracing.SpanScope","SpanScope","Type,File,Java,ByteCode,Interface,TopCentralityArticleRank,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition9,TypeMaximumKCut13",9,""
"org.axonframework.commandhandling.CommandBus","CommandBus","Type,File,Java,ByteCode,Interface,TopCentralityBetweenness,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition10,TypeMaximumKCut99",8,""
"org.axonframework.messaging.GenericMessage","GenericMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TopCentralityBetweenness,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition10,TypeMaximumKCut1",8,""
"org.axonframework.common.io.IOUtils","IOUtils","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity2,TypeLeidenCommunity8,TypeKCoreDecomposition6,TypeMaximumKCut42",8,""
"org.axonframework.eventhandling.Segment","Segment","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation12,TypeLouvainCommunity7,TypeLeidenCommunity8,TypeKCoreDecomposition10,TypeMaximumKCut4",8,""
"org.axonframework.modelling.saga.AssociationValue","AssociationValue","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityArticleRank,TypeWeaklyConnectedComponent0,TypeLabelPropagation40,TypeLouvainCommunity11,TypeLeidenCommunity10,TypeKCoreDecomposition8,TypeMaximumKCut0",7,""
"org.axonframework.common.AxonThreadFactory","AxonThreadFactory","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation36,TypeLouvainCommunity4,TypeLeidenCommunity5,TypeKCoreDecomposition8,TypeMaximumKCut26",7,""
"org.axonframework.eventhandling.DomainEventData","DomainEventData","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation28,TypeLouvainCommunity0,TypeLeidenCommunity0,TypeKCoreDecomposition10,TypeMaximumKCut9",7,""
"org.axonframework.serialization.upcasting.event.EventUpcaster","EventUpcaster","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation16,TypeLouvainCommunity0,TypeLeidenCommunity9,TypeKCoreDecomposition10,TypeMaximumKCut36",7,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain","MessageHandlerInterceptorMemberChain","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition8,TypeMaximumKCut85",7,""
"org.axonframework.messaging.MessageHandlerInterceptorSupport","MessageHandlerInterceptorSupport","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityBetweenness,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity4,TypeLeidenCommunity5,TypeKCoreDecomposition8,TypeMaximumKCut33",7,""
"org.axonframework.messaging.annotation.ParameterResolver","ParameterResolver","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition6,TypeMaximumKCut32",7,""
"org.axonframework.messaging.ScopeAware","ScopeAware","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition9,TypeMaximumKCut98",7,""
"org.axonframework.eventhandling.tokenstore.TokenStore","TokenStore","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation12,TypeLouvainCommunity7,TypeLeidenCommunity8,TypeKCoreDecomposition10,TypeMaximumKCut0",7,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember","WrappedMessageHandlingMember","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition6,TypeMaximumKCut67",7,""
"org.axonframework.serialization.xml.XStreamSerializer","XStreamSerializer","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TypeWeaklyConnectedComponent0,TypeLabelPropagation33,TypeLouvainCommunity9,TypeLeidenCommunity9,TypeKCoreDecomposition8,TypeMaximumKCut1",7,""
"org.axonframework.modelling.command.inspection.AggregateModel","AggregateModel","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation8,TypeLouvainCommunity5,TypeLeidenCommunity6,TypeKCoreDecomposition10,TypeMaximumKCut70",6,""
"org.axonframework.common.stream.BlockingStream","BlockingStream","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation12,TypeLouvainCommunity7,TypeLeidenCommunity8,TypeKCoreDecomposition6,TypeMaximumKCut62",6,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition9,TypeMaximumKCut75",6,""
"org.axonframework.common.jpa.EntityManagerProvider","EntityManagerProvider","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity4,TypeLeidenCommunity7,TypeKCoreDecomposition8,TypeMaximumKCut0",6,""
"org.axonframework.eventhandling.scheduling.EventScheduler","EventScheduler","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation51,TypeLouvainCommunity8,TypeLeidenCommunity9,TypeKCoreDecomposition6,TypeMaximumKCut51",6,""
"org.axonframework.messaging.ExecutionException","ExecutionException","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation15,TypeLouvainCommunity8,TypeLeidenCommunity2,TypeKCoreDecomposition6,TypeMaximumKCut17",6,""
"org.axonframework.commandhandling.GenericCommandResultMessage","GenericCommandResultMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition9,TypeMaximumKCut6",6,""
"org.axonframework.messaging.MessageDispatchInterceptorSupport","MessageDispatchInterceptorSupport","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation10,TypeLouvainCommunity3,TypeLeidenCommunity5,TypeKCoreDecomposition8,TypeMaximumKCut86",6,""
"org.axonframework.monitoring.NoOpMessageMonitor","NoOpMessageMonitor","Type,File,Java,ByteCode,Enum,TypeWeaklyConnectedComponent0,TypeLabelPropagation55,TypeLouvainCommunity10,TypeLeidenCommunity11,TypeKCoreDecomposition9,TypeMaximumKCut0",6,""
"org.axonframework.common.Priority","Priority","Type,File,Java,ByteCode,Annotation,TypeWeaklyConnectedComponent0,TypeLabelPropagation3,TypeLouvainCommunity1,TypeLeidenCommunity2,TypeKCoreDecomposition5,TypeMaximumKCut39",6,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException","UnableToClaimTokenException","Type,File,Java,ByteCode,Class,TypeWeaklyConnectedComponent0,TypeLabelPropagation44,TypeLouvainCommunity11,TypeLeidenCommunity7,TypeKCoreDecomposition7,TypeMaximumKCut65",6,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase","UnitOfWork$Phase","Type,File,Java,ByteCode,Enum,TypeWeaklyConnectedComponent0,TypeLabelPropagation19,TypeLouvainCommunity1,TypeLeidenCommunity1,TypeKCoreDecomposition9,TypeMaximumKCut45",6,""
"org.axonframework.modelling.command.Aggregate","Aggregate","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation24,TypeLouvainCommunity5,TypeLeidenCommunity6,TypeKCoreDecomposition10,TypeMaximumKCut81",5,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory","AnnotatedAggregateMetaModelFactory","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition10,TypeMaximumKCut82",5,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector","AnnotatedHandlerInspector","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeWeaklyConnectedComponent0,TypeLabelPropagation7,TypeLouvainCommunity2,TypeLeidenCommunity3,TypeKCoreDecomposition9,TypeMaximumKCut68",5,""
"org.axonframework.modelling.saga.AssociationValues","AssociationValues","Type,File,Java,ByteCode,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation40,TypeLouvainCommunity11,TypeLeidenCommunity10,TypeKCoreDecomposition7,TypeMaximumKCut70",5,""
"org.axonframework.commandhandling.CommandResultMessage","CommandResultMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation5,TypeLouvainCommunity3,TypeLeidenCommunity4,TypeKCoreDecomposition9,TypeMaximumKCut64",5,""
"org.axonframework.messaging.deadletter.DeadLetter","DeadLetter","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation63,TypeLouvainCommunity6,TypeLeidenCommunity7,TypeKCoreDecomposition8,TypeMaximumKCut86",5,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream","DomainEventStream","Type,File,Java,ByteCode,Interface,TopCentralityBetweenness,TopCentralityCostEffectiveLazyForward,TypeWeaklyConnectedComponent0,TypeLabelPropagation13,TypeLouvainCommunity0,TypeLeidenCommunity0,TypeKCoreDecomposition10,TypeMaximumKCut46",5,""
"org.axonframework.messaging.deadletter.EnqueueDecision","EnqueueDecision","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeWeaklyConnectedComponent0,TypeLabelPropagation63,TypeLouvainCommunity6,TypeLeidenCommunity7,TypeKCoreDecomposition8,TypeMaximumKCut47",5,""
