"similarity","package1.fqn","package2.fqn","artifactName1","package1.name","package1.incomingDependencies","package1.outgoingDependencies","artifactName2","package2.name","package2.incomingDependencies","package2.outgoingDependencies","Source Cypher File: Similarity/Similarity_4_Stream.cypher"
0.6271186440677966,"org.axonframework.messaging.deadletter","org.axonframework.tracing","axon-messaging-4.8.0","deadletter",198,105,"axon-messaging-4.8.0","tracing",187,122,""
0.6271186440677966,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","jobrunr",3,209,"axon-messaging-4.8.0","quartz",10,202,""
0.6271186440677966,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.8.0","quartz",10,202,"axon-messaging-4.8.0","jobrunr",3,209,""
0.6271186440677966,"org.axonframework.tracing","org.axonframework.messaging.deadletter","axon-messaging-4.8.0","tracing",187,122,"axon-messaging-4.8.0","deadletter",198,105,""
0.625,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.8.0","async",41,76,"axon-messaging-4.8.0","java",5,76,""
0.625,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.async","axon-messaging-4.8.0","java",5,76,"axon-messaging-4.8.0","async",41,76,""
0.6096491228070176,"org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-eventsourcing-4.8.0","jdbc",218,1340,"axon-eventsourcing-4.8.0","legacyjpa",23,375,""
0.6096491228070176,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventsourcing.eventstore.jdbc","axon-eventsourcing-4.8.0","legacyjpa",23,375,"axon-eventsourcing-4.8.0","jdbc",218,1340,""
0.6,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.monitoring","axon-messaging-4.8.0","legacyvalidation",1,27,"axon-messaging-4.8.0","monitoring",188,21,""
0.6,"org.axonframework.monitoring","org.axonframework.messaging.interceptors.legacyvalidation","axon-messaging-4.8.0","monitoring",188,21,"axon-messaging-4.8.0","legacyvalidation",1,27,""
0.5714285714285714,"org.axonframework.common.caching","org.axonframework.common.digest","axon-messaging-4.8.0","caching",37,49,"axon-messaging-4.8.0","digest",2,1,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.common.caching","axon-messaging-4.8.0","digest",2,1,"axon-messaging-4.8.0","caching",37,49,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.lifecycle","axon-messaging-4.8.0","digest",2,1,"axon-messaging-4.8.0","lifecycle",71,10,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.common.lock","axon-messaging-4.8.0","digest",2,1,"axon-messaging-4.8.0","lock",46,25,""
0.5714285714285714,"org.axonframework.common.digest","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.8.0","digest",2,1,"axon-eventsourcing-4.8.0","snapshotting",23,17,""
0.5714285714285714,"org.axonframework.lifecycle","org.axonframework.common.digest","axon-messaging-4.8.0","lifecycle",71,10,"axon-messaging-4.8.0","digest",2,1,""
0.5714285714285714,"org.axonframework.common.lock","org.axonframework.common.digest","axon-messaging-4.8.0","lock",46,25,"axon-messaging-4.8.0","digest",2,1,""
0.5714285714285714,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.digest","axon-eventsourcing-4.8.0","snapshotting",23,17,"axon-messaging-4.8.0","digest",2,1,""
0.5645161290322581,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","quartz",10,202,"axon-messaging-4.8.0","tokenstore",69,42,""
0.5645161290322581,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","quartz",10,202,""
0.5609756097560976,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.8.0","java",5,76,"axon-messaging-4.8.0","jobrunr",3,209,""
0.5609756097560976,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.8.0","jobrunr",3,209,"axon-messaging-4.8.0","java",5,76,""
0.5579710144927537,"org.axonframework.messaging.annotation","org.axonframework.commandhandling","axon-messaging-4.8.0","annotation",1056,301,"axon-messaging-4.8.0","commandhandling",1539,642,""
0.5579710144927537,"org.axonframework.commandhandling","org.axonframework.messaging.annotation","axon-messaging-4.8.0","commandhandling",1539,642,"axon-messaging-4.8.0","annotation",1056,301,""
0.5555555555555556,"org.axonframework.common.caching","org.axonframework.lifecycle","axon-messaging-4.8.0","caching",37,49,"axon-messaging-4.8.0","lifecycle",71,10,""
0.5555555555555556,"org.axonframework.lifecycle","org.axonframework.common.caching","axon-messaging-4.8.0","lifecycle",71,10,"axon-messaging-4.8.0","caching",37,49,""
0.5555555555555556,"org.axonframework.lifecycle","org.axonframework.common.lock","axon-messaging-4.8.0","lifecycle",71,10,"axon-messaging-4.8.0","lock",46,25,""
0.5555555555555556,"org.axonframework.common.lock","org.axonframework.lifecycle","axon-messaging-4.8.0","lock",46,25,"axon-messaging-4.8.0","lifecycle",71,10,""
0.5365853658536586,"org.axonframework.modelling.saga.repository.jpa","org.axonframework.modelling.saga.repository.legacyjpa","axon-modelling-4.8.0","jpa",12,86,"axon-modelling-4.8.0","legacyjpa",3,81,""
0.5365853658536586,"org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.modelling.saga.repository.jpa","axon-modelling-4.8.0","legacyjpa",3,81,"axon-modelling-4.8.0","jpa",12,86,""
0.532258064516129,"org.axonframework.eventhandling.scheduling.dbscheduler","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","dbscheduler",6,213,"axon-messaging-4.8.0","tokenstore",69,42,""
0.532258064516129,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.dbscheduler","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","dbscheduler",6,213,""
0.5316455696202531,"org.axonframework.messaging.deadletter","org.axonframework.deadline","axon-messaging-4.8.0","deadletter",198,105,"axon-messaging-4.8.0","deadline",188,347,""
0.5316455696202531,"org.axonframework.deadline","org.axonframework.messaging.deadletter","axon-messaging-4.8.0","deadline",188,347,"axon-messaging-4.8.0","deadletter",198,105,""
0.5209302325581395,"org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.eventsourcing.eventstore.jpa","axon-eventsourcing-4.8.0","jdbc",218,1340,"axon-eventsourcing-4.8.0","jpa",9,236,""
0.5209302325581395,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.jdbc","axon-eventsourcing-4.8.0","jpa",9,236,"axon-eventsourcing-4.8.0","jdbc",218,1340,""
0.5192307692307693,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","jobrunr",3,209,"axon-messaging-4.8.0","tokenstore",69,42,""
0.5192307692307693,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","jobrunr",3,209,""
0.5,"org.axonframework.tracing.attributes","org.axonframework.messaging.correlation","axon-messaging-4.8.0","attributes",0,43,"axon-messaging-4.8.0","correlation",25,14,""
0.5,"org.axonframework.messaging.correlation","org.axonframework.tracing.attributes","axon-messaging-4.8.0","correlation",25,14,"axon-messaging-4.8.0","attributes",0,43,""
0.5,"org.axonframework.common.digest","org.axonframework.test.server","axon-messaging-4.8.0","digest",2,1,"axon-test-4.8.0","server",1,2,""
0.5,"org.axonframework.test.server","org.axonframework.common.digest","axon-test-4.8.0","server",1,2,"axon-messaging-4.8.0","digest",2,1,""
0.5,"org.axonframework.tracing","org.axonframework.messaging.unitofwork","axon-messaging-4.8.0","tracing",187,122,"axon-messaging-4.8.0","unitofwork",258,123,""
0.5,"org.axonframework.messaging.unitofwork","org.axonframework.tracing","axon-messaging-4.8.0","unitofwork",258,123,"axon-messaging-4.8.0","tracing",187,122,""
0.48484848484848486,"org.axonframework.messaging.annotation","org.axonframework.messaging.deadletter","axon-messaging-4.8.0","annotation",1056,301,"axon-messaging-4.8.0","deadletter",198,105,""
0.48484848484848486,"org.axonframework.messaging.deadletter","org.axonframework.messaging.annotation","axon-messaging-4.8.0","deadletter",198,105,"axon-messaging-4.8.0","annotation",1056,301,""
0.47619047619047616,"org.axonframework.deadline","org.axonframework.messaging.unitofwork","axon-messaging-4.8.0","deadline",188,347,"axon-messaging-4.8.0","unitofwork",258,123,""
0.47619047619047616,"org.axonframework.messaging.unitofwork","org.axonframework.deadline","axon-messaging-4.8.0","unitofwork",258,123,"axon-messaging-4.8.0","deadline",188,347,""
0.4714285714285714,"org.axonframework.eventhandling.scheduling.dbscheduler","org.axonframework.messaging","axon-messaging-4.8.0","dbscheduler",6,213,"axon-messaging-4.8.0","messaging",8829,133,""
0.4714285714285714,"org.axonframework.messaging","org.axonframework.eventhandling.scheduling.dbscheduler","axon-messaging-4.8.0","messaging",8829,133,"axon-messaging-4.8.0","dbscheduler",6,213,""
0.47058823529411764,"org.axonframework.messaging.annotation","org.axonframework.messaging.unitofwork","axon-messaging-4.8.0","annotation",1056,301,"axon-messaging-4.8.0","unitofwork",258,123,""
0.47058823529411764,"org.axonframework.messaging.unitofwork","org.axonframework.messaging.annotation","axon-messaging-4.8.0","unitofwork",258,123,"axon-messaging-4.8.0","annotation",1056,301,""
0.4698275862068966,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.eventhandling.deadletter.legacyjpa","axon-messaging-4.8.0","jpa",25,317,"axon-messaging-4.8.0","legacyjpa",9,330,""
0.4698275862068966,"org.axonframework.eventhandling.deadletter.legacyjpa","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.8.0","legacyjpa",9,330,"axon-messaging-4.8.0","jpa",25,317,""
0.4691358024691358,"org.axonframework.deadline","org.axonframework.tracing","axon-messaging-4.8.0","deadline",188,347,"axon-messaging-4.8.0","tracing",187,122,""
0.4691358024691358,"org.axonframework.tracing","org.axonframework.deadline","axon-messaging-4.8.0","tracing",187,122,"axon-messaging-4.8.0","deadline",188,347,""
0.4642857142857143,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.replay","axon-messaging-4.8.0","gateway",11,52,"axon-messaging-4.8.0","replay",12,72,""
0.4642857142857143,"org.axonframework.eventhandling.replay","org.axonframework.eventhandling.gateway","axon-messaging-4.8.0","replay",12,72,"axon-messaging-4.8.0","gateway",11,52,""
0.45652173913043476,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","async",41,76,"axon-messaging-4.8.0","tokenstore",69,42,""
0.45652173913043476,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.async","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","async",41,76,""
0.45353159851301117,"org.axonframework.eventhandling.deadletter.jdbc","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.8.0","jdbc",34,581,"axon-messaging-4.8.0","jpa",25,317,""
0.45353159851301117,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.eventhandling.deadletter.jdbc","axon-messaging-4.8.0","jpa",25,317,"axon-messaging-4.8.0","jdbc",34,581,""
0.45161290322580644,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.scheduling.java","axon-eventsourcing-4.8.0","conflictresolution",15,99,"axon-messaging-4.8.0","java",5,76,""
0.45161290322580644,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.8.0","java",5,76,"axon-eventsourcing-4.8.0","conflictresolution",15,99,""
0.44881889763779526,"org.axonframework.modelling.saga.repository.jdbc","org.axonframework.modelling.saga.repository.legacyjpa","axon-modelling-4.8.0","jdbc",16,136,"axon-modelling-4.8.0","legacyjpa",3,81,""
0.44881889763779526,"org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.modelling.saga.repository.jdbc","axon-modelling-4.8.0","legacyjpa",3,81,"axon-modelling-4.8.0","jdbc",16,136,""
0.4426229508196721,"org.axonframework.messaging","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","messaging",8829,133,"axon-messaging-4.8.0","tokenstore",69,42,""
0.4426229508196721,"org.axonframework.eventhandling.tokenstore","org.axonframework.messaging","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","messaging",8829,133,""
0.43902439024390244,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.tokenstore","axon-messaging-4.8.0","jpa",9,119,"axon-messaging-4.8.0","tokenstore",69,42,""
0.43902439024390244,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.8.0","tokenstore",69,42,"axon-messaging-4.8.0","jpa",9,119,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.common.caching","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","caching",37,49,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.lifecycle","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","lifecycle",71,10,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.common.lock","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","lock",46,25,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.eventhandling.scheduling","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","scheduling",20,2,""
0.42857142857142855,"org.axonframework.common.annotation","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.8.0","annotation",22,3,"axon-eventsourcing-4.8.0","snapshotting",23,17,""
0.42857142857142855,"org.axonframework.common.caching","org.axonframework.common.annotation","axon-messaging-4.8.0","caching",37,49,"axon-messaging-4.8.0","annotation",22,3,""
0.42857142857142855,"org.axonframework.common.caching","org.axonframework.common.property","axon-messaging-4.8.0","caching",37,49,"axon-messaging-4.8.0","property",23,15,""
0.42857142857142855,"org.axonframework.eventhandling.scheduling.dbscheduler","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.8.0","dbscheduler",6,213,"axon-messaging-4.8.0","java",5,76,""
0.42857142857142855,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.scheduling.dbscheduler","axon-messaging-4.8.0","java",5,76,"axon-messaging-4.8.0","dbscheduler",6,213,""
0.42857142857142855,"org.axonframework.lifecycle","org.axonframework.common.annotation","axon-messaging-4.8.0","lifecycle",71,10,"axon-messaging-4.8.0","annotation",22,3,""
0.42857142857142855,"org.axonframework.lifecycle","org.axonframework.common.property","axon-messaging-4.8.0","lifecycle",71,10,"axon-messaging-4.8.0","property",23,15,""
0.42857142857142855,"org.axonframework.common.lock","org.axonframework.common.annotation","axon-messaging-4.8.0","lock",46,25,"axon-messaging-4.8.0","annotation",22,3,""
0.42857142857142855,"org.axonframework.common.lock","org.axonframework.common.property","axon-messaging-4.8.0","lock",46,25,"axon-messaging-4.8.0","property",23,15,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.common.caching","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","caching",37,49,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.lifecycle","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","lifecycle",71,10,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.common.lock","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","lock",46,25,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.eventhandling.scheduling","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","scheduling",20,2,""
0.42857142857142855,"org.axonframework.common.property","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.8.0","property",23,15,"axon-eventsourcing-4.8.0","snapshotting",23,17,""
0.42857142857142855,"org.axonframework.eventhandling.scheduling","org.axonframework.common.annotation","axon-messaging-4.8.0","scheduling",20,2,"axon-messaging-4.8.0","annotation",22,3,""
0.42857142857142855,"org.axonframework.eventhandling.scheduling","org.axonframework.common.property","axon-messaging-4.8.0","scheduling",20,2,"axon-messaging-4.8.0","property",23,15,""
0.42857142857142855,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.annotation","axon-eventsourcing-4.8.0","snapshotting",23,17,"axon-messaging-4.8.0","annotation",22,3,""
0.42857142857142855,"org.axonframework.eventsourcing.snapshotting","org.axonframework.common.property","axon-eventsourcing-4.8.0","snapshotting",23,17,"axon-messaging-4.8.0","property",23,15,""
0.427536231884058,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.tokenstore.legacyjpa","axon-messaging-4.8.0","jpa",9,119,"axon-messaging-4.8.0","legacyjpa",2,106,""
0.427536231884058,"org.axonframework.eventhandling.tokenstore.legacyjpa","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.8.0","legacyjpa",2,106,"axon-messaging-4.8.0","jpa",9,119,""
0.42718446601941745,"org.axonframework.serialization.upcasting.event","org.axonframework.deadline.jobrunr","axon-messaging-4.8.0","event",38,188,"axon-messaging-4.8.0","jobrunr",5,433,""
0.42718446601941745,"org.axonframework.deadline.jobrunr","org.axonframework.serialization.upcasting.event","axon-messaging-4.8.0","jobrunr",5,433,"axon-messaging-4.8.0","event",38,188,""
0.4262295081967213,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.messaging","axon-messaging-4.8.0","jobrunr",3,209,"axon-messaging-4.8.0","messaging",8829,133,""
0.4262295081967213,"org.axonframework.messaging","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.8.0","messaging",8829,133,"axon-messaging-4.8.0","jobrunr",3,209,""
0.42424242424242425,"org.axonframework.eventhandling.async","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.8.0","async",41,76,"axon-eventsourcing-4.8.0","conflictresolution",15,99,""
0.42424242424242425,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.async","axon-eventsourcing-4.8.0","conflictresolution",15,99,"axon-messaging-4.8.0","async",41,76,""
0.42105263157894735,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","jpa",9,119,"axon-messaging-4.8.0","quartz",10,202,""
0.42105263157894735,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.8.0","quartz",10,202,"axon-messaging-4.8.0","jpa",9,119,""
0.42016806722689076,"org.axonframework.commandhandling","org.axonframework.messaging.unitofwork","axon-messaging-4.8.0","commandhandling",1539,642,"axon-messaging-4.8.0","unitofwork",258,123,""
0.42016806722689076,"org.axonframework.messaging.unitofwork","org.axonframework.commandhandling","axon-messaging-4.8.0","unitofwork",258,123,"axon-messaging-4.8.0","commandhandling",1539,642,""
0.4188034188034188,"org.axonframework.commandhandling","org.axonframework.messaging.deadletter","axon-messaging-4.8.0","commandhandling",1539,642,"axon-messaging-4.8.0","deadletter",198,105,""
0.4188034188034188,"org.axonframework.messaging.deadletter","org.axonframework.commandhandling","axon-messaging-4.8.0","deadletter",198,105,"axon-messaging-4.8.0","commandhandling",1539,642,""
0.41379310344827586,"org.axonframework.eventhandling.scheduling.java","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","java",5,76,"axon-messaging-4.8.0","quartz",10,202,""
0.41379310344827586,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.8.0","quartz",10,202,"axon-messaging-4.8.0","java",5,76,""
0.4090909090909091,"org.axonframework.test.matchers","org.axonframework.messaging.responsetypes","axon-test-4.8.0","matchers",61,51,"axon-messaging-4.8.0","responsetypes",78,65,""
0.4090909090909091,"org.axonframework.messaging.responsetypes","org.axonframework.test.matchers","axon-messaging-4.8.0","responsetypes",78,65,"axon-test-4.8.0","matchers",61,51,""
0.408,"org.axonframework.deadline.dbscheduler","org.axonframework.serialization.upcasting.event","axon-messaging-4.8.0","dbscheduler",6,503,"axon-messaging-4.8.0","event",38,188,""
0.408,"org.axonframework.serialization.upcasting.event","org.axonframework.deadline.dbscheduler","axon-messaging-4.8.0","event",38,188,"axon-messaging-4.8.0","dbscheduler",6,503,""
0.4016393442622951,"org.axonframework.deadline","org.axonframework.deadline.quartz","axon-messaging-4.8.0","deadline",188,347,"axon-messaging-4.8.0","quartz",5,481,""
0.4016393442622951,"org.axonframework.deadline.quartz","org.axonframework.deadline","axon-messaging-4.8.0","quartz",5,481,"axon-messaging-4.8.0","deadline",188,347,""
0.4,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","async",41,76,"axon-messaging-4.8.0","quartz",10,202,""
0.4,"org.axonframework.common.caching","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.8.0","caching",37,49,"axon-eventsourcing-4.8.0","snapshotting",23,17,""
0.4,"org.axonframework.commandhandling","org.axonframework.deadline","axon-messaging-4.8.0","commandhandling",1539,642,"axon-messaging-4.8.0","deadline",188,347,""
0.4,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.gateway","axon-eventsourcing-4.8.0","conflictresolution",15,99,"axon-messaging-4.8.0","gateway",11,52,""
0.4,"org.axonframework.deadline","org.axonframework.commandhandling","axon-messaging-4.8.0","deadline",188,347,"axon-messaging-4.8.0","commandhandling",1539,642,""
0.4,"org.axonframework.eventhandling.gateway","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.8.0","gateway",11,52,"axon-eventsourcing-4.8.0","conflictresolution",15,99,""
0.4,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.test.server","axon-messaging-4.8.0","legacyvalidation",1,27,"axon-test-4.8.0","server",1,2,""
