"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",103233,94.49590831700931,""
"Change",83692,76.60875455394248,""
"Commit",10839,9.92164472841111,""
"File",5823,5.330172271753657,""
"TS",3986,3.648646174688318,""
"Type",2581,2.3625578968566354,""
"Person",1608,1.471907438258609,""
"Tag",1461,1.3373487358804899,""
"Json",1445,1.3227028907236877,""
"Author",1238,1.1332222690075608,""
"Value",1076,0.9849330867949398,""
"Primitive",811,0.7423612763854054,""
"Key",668,0.6114640352964869,""
"Declared",628,0.5748494224044817,""
"Scalar",603,0.5519652893469784,""
"NPM",464,0.4247295095472603,""
"ExternalDeclaration",450,0.4119143950350585,""
"ObjectMember",406,0.3716383208538528,""
"Literal",398,0.36431539827545173,""
"Committer",370,0.3386851692510481,""
"Dependency",338,0.30939347893744396,""
"Object",270,0.2471486370210351,""
"Union",246,0.225179869285832,""
"Function",192,0.17575014188162497,""
"Local",138,0.12632041447741793,""
"Property",137,0.1254050491551178,""
"Directory",99,0.09062116690771287,""
"Script",91,0.08329824432931182,""
"FunctionParameter",80,0.07322922578401041,""
"Parameter",76,0.06956776449480988,""
"Variable",59,0.05400655401570767,""
"Module",46,0.04210680482580598,""
"Branch",41,0.03752997821430533,""
"Interface",37,0.033868516925104813,""
"Intersection",34,0.03112242095820442,""
"ExternalModule",33,0.03020705563590429,""
"Project",33,0.03020705563590429,""
"TypeAlias",32,0.02929169031360416,""
"Package",29,0.02654559434670377,""
"Scan",29,0.02654559434670377,""
"NotIdentified",23,0.02105340241290299,""
"jQAssistant",20,0.018307306446002602,""
"Concept",19,0.01739194112370247,""
"Rule",19,0.01739194112370247,""
"Array",17,0.01556121047910221,""
"EnumMember",16,0.01464584515680208,""
"Call",14,0.01281511451220182,""
"Member",14,0.01281511451220182,""
"TypeParameterReference",12,0.01098438386760156,""
"Complex",11,0.01006901854530143,""
"TypeParameter",8,0.00732292257840104,""
"Engine",6,0.00549219193380078,""
"Tuple",6,0.00549219193380078,""
"Enum",4,0.00366146128920052,""
"Method",4,0.00366146128920052,""
"Class",2,0.00183073064460026,""
"Constructor",2,0.00183073064460026,""
"Analyze",1,0.00091536532230013,""
"Null",1,0.00091536532230013,""
"Repository",1,0.00091536532230013,""
"Task",1,0.00091536532230013,""
