"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",83692,25.908349353467624,""
"MODIFIES",83692,25.908349353467624,""
"UPDATES",54949,17.01044172231148,""
"COMMITTED",21678,6.710811036711648,""
"CREATES",19972,6.182688348796246,""
"DELETES",12041,3.727506028833146,""
"HAS_PARENT",11896,3.682618696038461,""
"HAS_COMMIT",10839,3.355405518355824,""
"HAS_FILE",5591,1.7307936390005914,""
"RENAMES",3270,1.0122867464732488,""
"DEPENDS_ON",1845,0.5711526138358238,""
"HAS_NEW_NAME",1751,0.5420532394723726,""
"HAS_TAG",1461,0.45227857388300197,""
"ON_COMMIT",1461,0.45227857388300197,""
"HAS_AUTHOR",1238,0.38324495172289963,""
"CONTAINS",1199,0.3711718070401912,""
"OF_TYPE",1030,0.3188548467484545,""
"HAS_KEY",668,0.20679129866792972,""
"HAS_VALUE",668,0.20679129866792972,""
"EXPORTS",659,0.20400518835653544,""
"REFERENCES",489,0.15137866025242158,""
"DECLARES",410,0.12692280307462753,""
"HAS_MEMBER",406,0.12568453182511893,""
"HAS_COMMITTER",370,0.11454009057954191,""
"HAS_TYPE_ARGUMENT",202,0.06253269810018233,""
"RETURNS",183,0.056650909665016666,""
"DECLARES_DEV_DEPENDENCY",169,0.05231696029173671,""
"DECLARES_DEPENDENCY",161,0.04984041779271958,""
"HAS_PARAMETER",155,0.04798301091845674,""
"RESOLVES_TO",103,0.03188548467484545,""
"DECLARES_SCRIPT",91,0.028170670926319766,""
"COPIES",79,0.024455857177794083,""
"INITIALIZED_WITH",75,0.02321758592828552,""
"CONTAINS_VALUE",51,0.015787958431234154,""
"COPY_OF",43,0.013311415932217033,""
"HAS_HEAD",42,0.013001848119839891,""
"HAS_BRANCH",41,0.012692280307462752,""
"CONTAINS_PROJECT",33,0.010215737808445629,""
"HAS_CONFIG",33,0.010215737808445629,""
"HAS_NPM_PACKAGE",33,0.010215737808445629,""
"HAS_ROOT",33,0.010215737808445629,""
"IS_DESCRIBED_IN_NPM_PACKAGE",33,0.010215737808445629,""
"USES",33,0.010215737808445629,""
"REQUIRES_CONCEPT",28,0.008667898746559929,""
"PROVIDED_BY_NPM_DEPENDENCY",20,0.006191356247542805,""
"INCLUDES_CONCEPT",19,0.005881788435165665,""
"CALLS",14,0.004333949373279964,""
"HAS_ARGUMENT",14,0.004333949373279964,""
"MEMBER",14,0.004333949373279964,""
"PARENT",14,0.004333949373279964,""
"EXTENDS",12,0.0037148137485256832,""
"CONSTRAINED_BY",8,0.0024765424990171223,""
"DECLARES_PEER_DEPENDENCY",8,0.0024765424990171223,""
"DECLARES_ENGINE",6,0.0018574068742628416,""
"REFERENCED_PROJECTS",5,0.0015478390618857013,""
"HAS",1,0.0003095678123771403,""
