"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.7.5",27,269,39,232,38.89,"org.axonframework.common,org.axonframework.commandhandling,org.axonframework.messaging,org.axonframework.messaging.annotation,org.axonframework.messaging.interceptors","AxonException,CommandMessage,Message,MessageHandler,MessageHandlingMember",""
"axon-modelling-4.7.5",9,52,6,43,25.58,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","Repository,CommandTargetResolver,RepositoryProvider,VersionedAggregateIdentifier,AggregateNotFoundException",""
"axon-eventsourcing-4.7.5",3,14,4,23,34.78,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing.eventstore.jpa","SnapshotTriggerDefinition,AggregateFactory,EventStore,NoSnapshotTriggerDefinition,SnapshotTrigger",""
"axon-disruptor-4.7.5",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
