"projectName","fullQualifiedModuleName","moduleName","instability","instabilityAbstractTypes","instabilityModules","instabilityPackages","module.outgoingDependencies","module.incomingDependencies","module.outgoingDependentAbstractTypes","module.incomingDependentAbstractTypes","module.outgoingDependentModules","module.incomingDependentModules","module.outgoingDependentPackages","module.incomingDependentPackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Typescript.cypher"
"react-router-dom-v5-compat","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/react-router-dom-v5-compat/index.ts","react-router-dom-v5-compat",0,0,0,0,0,0,0,0,0,0,0,0,""
"router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/router/index.ts","router",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/react-router/index.ts","react-router",0.4594594594594595,0,0.6666666666666666,0,17,20,0,0,6,3,0,2,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/react-router-dom/index.tsx","react-router-dom",0.9870967741935484,0,0.9090909090909091,0.5,153,2,0,0,10,1,1,1,""
"react-router-dom","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/react-router-dom/server.tsx","server",1,0,1,1,40,0,0,0,8,0,2,0,""
"react-router-native","/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.0/source/react-router-6.28.0/packages/react-router-native/index.tsx","react-router-native",1,0,1,1,24,0,0,0,7,0,1,0,""
