"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types/react-native",11,14,12,18,3,150,"GestureResponderEvent,LinkingStatic.addEventListener,LinkingStatic.removeEventListener,Linking,LinkingStatic.getInitialURL,BackHandler,BackHandlerStatic.removeEventListener,BackHandlerStatic.addEventListener,TouchableHighlightProps,GestureResponderEvent.defaultPrevented",""
"react-router-native","@types/react",9,14,12,18,3,150,"React.useEffect,React.MutableRefObject.current,React.useMemo,React.useCallback,React.useRef,React.ReactNode,React.JSX.Element",""
"react-router-native","@ungap/url-search-params",1,2,12,18,3,150,"url-search-params",""
"react-router-dom","@types/react",80,124,35,27,1,77.14285714285714,"React.createContext,React.Context,React.MouseEvent,React.useCallback,React.MouseEvent.preventDefault,React.useMemo,React.useRef,React.MutableRefObject.current,React.ReactNode,React.useLayoutEffect,React.useState,React.JSX.Element,React.useEffect,React.useContext,React.ForwardRefExoticComponent.displayName,React.forwardRef,React.ReactElement,React.ForwardedRef,React.ForwardRefExoticComponent,React.FormEvent.defaultPrevented,React.FormEvent.preventDefault,React.FormEvent.currentTarget,React.RefAttributes,React.CSSProperties,React.ReactPortal,React.AnchorHTMLAttributes,React.MouseEvent.defaultPrevented",""
"server","@types/react",3,3,6,2,1,33.333333333333336,"React.JSX.Element,React.ReactNode",""
"react-router","@types/react",1,3,6,1,1,16.666666666666668,"React.createElement",""
