"internalModuleName","externalNamespaceName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_namespace_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types",20,28,12,18,3,150,"GestureResponderEvent,React.useEffect,LinkingStatic.addEventListener,LinkingStatic.removeEventListener,Linking,LinkingStatic.getInitialURL,BackHandler,BackHandlerStatic.removeEventListener,BackHandlerStatic.addEventListener,React.MutableRefObject.current,React.useMemo,React.useCallback,React.useRef,TouchableHighlightProps,React.ReactNode,React.JSX.Element,GestureResponderEvent.defaultPrevented",""
"react-router-native","@ungap",1,2,12,18,3,150,"url-search-params",""
"react-router-dom","@types",80,124,35,27,1,77.14285714285714,"React.createContext,React.Context,React.MouseEvent,React.useCallback,React.MouseEvent.preventDefault,React.useMemo,React.useRef,React.MutableRefObject.current,React.ReactNode,React.useLayoutEffect,React.useState,React.JSX.Element,React.useEffect,React.useContext,React.ForwardRefExoticComponent.displayName,React.forwardRef,React.ReactElement,React.ForwardedRef,React.ForwardRefExoticComponent,React.FormEvent.defaultPrevented,React.FormEvent.preventDefault,React.FormEvent.currentTarget,React.RefAttributes,React.CSSProperties,React.ReactPortal,React.AnchorHTMLAttributes,React.MouseEvent.defaultPrevented",""
"server","@types",3,3,6,2,1,33.333333333333336,"React.JSX.Element,React.ReactNode",""
"react-router","@types",1,3,6,1,1,16.666666666666668,"React.createElement",""
